"participant","Overall_r","Overall_rsquared","Overall_angle","Overall_x_scale","Overall_y_scale","Overall_distortion_index","Batty_r","Batty_rsquared","Batty_angle","Batty_x_scale","Batty_y_scale","Batty_distortion_index","Golledge_r","Golledge_rsquared","Golledge_angle","Golledge_x_scale","Golledge_y_scale","Golledge_distortion_index"
"3",0.0559132001032066,0.00312628594578122,-83.4383708574732,0.0488758681438428,0.0488758681438428,0.996873714054219,0.262674003023128,0.0689976318641945,41.3319821344194,0.436963241375991,0.436963241375991,0.931002368135806,0.807458775363767,0.651989673911955,191.714903274461,1.12098943186003,1.12098943186003,0.348010326088045
"4",0.823244990857789,0.677732314972441,-35.1157193057612,0.650025961881198,0.650025961881198,0.322267685027559,0.928232959920295,0.861616427882391,-28.8479302421754,0.857766288661241,0.857766288661241,0.138383572117608,0.818632256018968,0.670158770594705,-31.3838214066816,1.33894164242348,1.33894164242348,0.329841229405295
"5",0.921582266646585,0.849313874197458,-35.2826235175,0.793867343697169,0.793867343697169,0.150686125802542,0.959550852235154,0.92073783802521,-29.5793627996155,0.983859473423039,0.983859473423039,0.0792621619747901,0.865993625677703,0.749944959714413,-33.2961145037498,1.23166487772594,1.23166487772594,0.250055040285586
"6",0.911694636060106,0.831187109420769,1.02362616041909,0.692768968635492,0.692768968635492,0.168812890579232,0.786574559064779,0.618699536967951,20.4081554945194,0.605506562763281,0.605506562763281,0.381300463032049,0.951044555245792,0.904485746062667,-19.0584766776792,1.10238049460605,1.10238049460605,0.0955142539373326
"7",0.981441696678515,0.963227803979203,-26.8052902328399,0.883482973449804,0.883482973449804,0.0367721960207967,0.971605522037781,0.944017290454309,-32.9862867221862,1.04534258087095,1.04534258087095,0.0559827095456911,0.981525624731559,0.963392552004677,-33.3596437918674,0.97409781614607,0.97409781614607,0.0366074479953225
"8",0.530761566785165,0.281707840776243,120.177766016618,0.380126473117883,0.380126473117883,0.718292159223757,0.677079107481254,0.458436117787611,103.757618921992,0.934979679471621,0.934979679471621,0.541563882212389,0.917463498426571,0.841739270945122,163.638229472205,0.947490559934416,0.947490559934416,0.158260729054878
"9",0.983940997913925,0.968139887375851,-8.68817994372842,0.865714578468886,0.865714578468886,0.0318601126241491,0.970226051344493,0.941338590707528,-7.44154060925693,1.01421114714682,1.01421114714682,0.0586614092924721,0.9660690074675,0.933289327189241,-6.51899966343786,0.887138803471051,0.887138803471051,0.0667106728107586
"10",0.741832185239147,0.550314991056687,26.1394909969351,0.733770396996881,0.733770396996881,0.449685008943313,0.673186963447594,0.453180687755792,52.1394104391967,1.06163176851604,1.06163176851604,0.546819312244207,0.963496277995128,0.928325077710465,19.7617472290016,1.53651532258706,1.53651532258706,0.0716749222895342
"11",0.46487154833737,0.216105556453584,-40.2541984841019,0.432880084878652,0.432880084878652,0.783894443546417,0.856914502993425,0.734302465440468,-68.6937917238432,1.31597559110211,1.31597559110211,0.265697534559532,0.0567757028557415,0.00322348043476345,186.719395198841,0.0968273571815109,0.0968273571815109,0.996776519565236
"12",0.992970760190871,0.985990930594035,-6.9263636743362,0.953785044253259,0.953785044253259,0.0140090694059647,0.990608000088494,0.981304209839325,-11.6169034446419,1.04035874561905,1.04035874561905,0.0186957901606748,0.988065250018377,0.976272938293879,-0.380480416967415,1.04463392154586,1.04463392154586,0.0237270617061209
"13",0.326121634734438,0.106355320641862,41.7633112300466,0.335461772110032,0.335461772110032,0.893644679358138,0.804489795679612,0.647203831352624,-38.1395575845686,1.28874069861223,1.28874069861223,0.352796168647376,0.78098617145614,0.609939400005719,217.30152295516,1.13373673556443,1.13373673556443,0.390060599994281
"14",0.935869243181168,0.875851240332493,136.76603601405,0.793498377596869,0.793498377596869,0.124148759667507,0.960173576457124,0.921933296926465,137.366070812868,0.879374096253526,0.879374096253526,0.0780667030735344,0.936583301260552,0.877188280200114,98.6166526025135,1.08270696952223,1.08270696952223,0.122811719799886
"15",0.727258263378779,0.528904581652717,-56.3970683879604,0.688874192661909,0.688874192661909,0.471095418347283,0.966780680607652,0.934664884396195,-48.4187773895383,1.48376146507611,1.48376146507611,0.0653351156038047,0.30292326159426,0.0917625024149042,-79.0392700421139,0.463895365111958,0.463895365111958,0.908237497585096
"16",0.549293414929667,0.301723255685095,53.7288399000355,0.433859370333222,0.433859370333222,0.698276744314905,0.799337687531241,0.638940738707791,-15.8474561560816,0.791423651078917,0.791423651078917,0.361059261292208,0.954427125380335,0.910931137661769,208.355234113455,0.915461652557372,0.915461652557372,0.0890688623382298
"17",0.975063134116023,0.950748115512161,-33.4146674660208,0.846874388300879,0.846874388300879,0.0492518844878381,0.968792862861537,0.938559611131453,-43.6678209898393,0.90257385064368,0.90257385064368,0.0614403888685463,0.901869460884227,0.813368524475606,-22.9771736376752,0.857316104283678,0.857316104283678,0.186631475524393
"19",0.833377653611995,0.694518313539834,28.7062566404655,0.721965614674427,0.721965614674427,0.305481686460166,0.895200507721537,0.801383949024899,21.6894273958565,0.803556197927912,0.803556197927912,0.198616050975101,0.280920347950566,0.0789162418926669,110.330152615278,0.318669904081522,0.318669904081522,0.921083758107333
"20",0.886542150130045,0.785956983957203,-50.5013565569436,0.852954742943543,0.852954742943543,0.214043016042797,0.876582643165626,0.768397130299236,-43.8165377614743,1.14520692164538,1.14520692164538,0.231602869700764,0.986329487112429,0.972845857147467,-72.1564186627033,1.54441021650953,1.54441021650953,0.0271541428525338
"22",0.143522421918998,0.0205986855934947,-53.2481540800305,0.109791407452229,0.109791407452229,0.979401314406505,0.481179568071759,0.231533776729725,-88.03035842059,0.507402148612431,0.507402148612431,0.768466223270275,0.925994880802491,0.85746651927242,192.583911643283,1.51891213628453,1.51891213628453,0.142533480727579
"23",0.569319753062575,0.324124981227231,10.8999822503929,0.585136329342442,0.585136329342442,0.675875018772769,0.890849790351853,0.79361334896994,-66.8844368677845,1.5181644704382,1.5181644704382,0.20638665103006,0.975165980560898,0.950948689643297,25.5070020250042,1.23962294741764,1.23962294741764,0.0490513103567033
"24",0.841480434666276,0.708089321926145,236.808673216467,0.83579442379431,0.83579442379431,0.291910678073854,0.832813919863488,0.693579025118388,262.136152116401,0.943427317037991,0.943427317037991,0.306420974881612,0.681881965599928,0.464963015010421,-85.5817679660269,0.94991350061417,0.94991350061417,0.535036984989579
"26",0.913943423930091,0.835292582145059,27.5937502751873,0.767817090605667,0.767817090605667,0.164707417854942,0.955597494808443,0.913166572084172,81.6371574224695,0.53275837337064,0.53275837337064,0.0868334279158278,0.984329767859248,0.968905091893842,8.91506033743308,1.1067077193061,1.1067077193061,0.0310949081061575
"27",0.926978716489939,0.859289540825335,-13.6610510418237,0.851905794682918,0.851905794682918,0.140710459174665,0.878037356632527,0.770949599642235,-40.2461834887003,0.980355579661065,0.980355579661065,0.229050400357765,0.944725763837901,0.892506768859105,3.83072173285023,0.951158215472505,0.951158215472505,0.107493231140894
"28",0.638391026738346,0.407543103020039,169.873091293451,0.579839716949618,0.579839716949618,0.59245689697996,0.382448175705625,0.14626660710056,72.1866875591201,0.285067123782942,0.285067123782942,0.853733392899439,0.976080259251387,0.952732672500256,-77.6835694339683,1.09432891549794,1.09432891549794,0.0472673274997448
"29",0.834264718951469,0.695997621287173,180.549070701007,0.801044784477138,0.801044784477138,0.304002378712827,0.881909226143743,0.777763883157455,249.925288857609,0.801100070174604,0.801100070174604,0.222236116842544,0.940047928018539,0.883690106971947,198.888094782221,0.9675766563057,0.9675766563057,0.116309893028052
"30",0.68974643677812,0.475750147048113,58.5786952908118,0.473974435986169,0.473974435986169,0.524249852951887,0.93868355116939,0.881126809235977,47.4479531356305,0.865235225278939,0.865235225278939,0.118873190764022,0.896127195373778,0.803043950288474,-66.6065506652196,0.860922316778605,0.860922316778605,0.196956049711526
"31",0.866654441112526,0.751089920300064,-34.1683842074637,0.923063827751955,0.923063827751955,0.248910079699935,0.959435363461509,0.920516216660519,-38.1308985231248,1.62022538887712,1.62022538887712,0.0794837833394812,0.922375738826963,0.850777003576586,14.8598815726071,1.17067123284977,1.17067123284977,0.149222996423414
"32",0.719069326612904,0.517060696475535,155.1734749055,0.658868655815949,0.658868655815949,0.482939303524465,0.9465250973386,0.895909759891846,49.5750515237442,0.774708639894691,0.774708639894691,0.104090240108154,0.92742488601488,0.860116919199713,209.986625466739,0.96069504593803,0.96069504593803,0.139883080800286
"33",0.594741596615378,0.353717566744609,-1.57554896716668,0.484348959023948,0.484348959023948,0.646282433255391,0.819378028580411,0.67138035372032,214.856480029817,0.732018753999654,0.732018753999654,0.32861964627968,0.906136676492141,0.821083676484223,-1.21948183349471,1.14625125543545,1.14625125543545,0.178916323515777
"34",0.510782670383235,0.260898936363829,-23.8190844547033,0.464087021485943,0.464087021485943,0.739101063636171,0.797287540342367,0.635667421985182,267.601021117449,0.995115108158312,0.995115108158312,0.364332578014818,0.895836374584508,0.802522810028715,86.6362267613141,1.31892705296484,1.31892705296484,0.197477189971284
"35",0.779420354779282,0.607496089444261,-42.0275784033818,0.701985274094701,0.701985274094701,0.392503910555739,0.884320675347019,0.782023056846208,-28.8312171675579,1.29995124896568,1.29995124896568,0.217976943153792,0.921842177046826,0.849792999382433,-3.52166233627326,1.19365456397967,1.19365456397967,0.150207000617567
"39",0.687103185365563,0.472110787339503,209.35316186864,0.602609266406879,0.602609266406879,0.527889212660496,0.420355230501058,0.176698519809597,90.4578980723904,0.44221384909212,0.44221384909212,0.823301480190403,0.974479168961122,0.94960965073916,188.3653158876,0.961916855001012,0.961916855001012,0.0503903492608401
"40",0.905143986552553,0.819285636392248,-0.208298615043116,0.666726131842034,0.666726131842034,0.180714363607753,0.905316537278729,0.819598032670347,-29.8939888526416,0.75573369440878,0.75573369440878,0.180401967329653,0.914356790061756,0.836048339532038,13.3239785011274,1.031194148698,1.031194148698,0.163951660467961
