"participant","date","model number","building","x","y","error"
"0040","2021-11-04 15:35:50 UTC","0","Batty House","168","432","213.26274873967088"
"0040","2021-11-04 15:35:50 UTC","0","Lynch Station","95","253","153.39491516996253"
"0040","2021-11-04 15:35:50 UTC","0","Harris Hall","361","227","146.00342461736986"
"0040","2021-11-04 15:35:50 UTC","0","Harvey House","381","376","139.46325680981354"
"0040","2021-11-04 15:35:50 UTC","0","Golledge Hall","488","458","183.48024416813925"
"0040","2021-11-04 15:35:50 UTC","0","Snow Church","659","326","133.75350462698165"
"0040","2021-11-04 15:35:50 UTC","0","Sauer Center","585","191","190.25246384738358"
"0040","2021-11-04 15:35:50 UTC","0","Tobler Museum","445","134","49.47726750741192"
"0041","2021-11-04 16:48:58 UTC","0","Golledge Hall","468","103","211.09239683134018"
"0041","2021-11-04 16:48:58 UTC","0","Snow Church","108","143","611.1530086647697"
"0041","2021-11-04 16:48:58 UTC","0","Sauer Center","172","364","578.0051902881149"
"0041","2021-11-04 16:48:58 UTC","0","Tobler Museum","526","300","181.0331461362808"
"0041","2021-11-04 16:48:58 UTC","0","Harvey House","49","443","248.57393266390585"
"0041","2021-11-04 16:48:58 UTC","0","Harris Hall","324","15","237.49105246303492"
"0041","2021-11-04 16:48:58 UTC","0","Lynch Station","527","420","594.0042087392984"
"0041","2021-11-04 16:48:58 UTC","0","Batty House","739","418","726.8149695761639"
"0043","2021-11-05 14:28:00 UTC","0","Batty House","82","516","250.12197024651792"
"0043","2021-11-05 14:28:00 UTC","0","Lynch Station","6","359","235.07658326596462"
"0043","2021-11-05 14:28:00 UTC","0","Harris Hall","281","354","144.01388821915754"
"0043","2021-11-05 14:28:00 UTC","0","Harvey House","489","488","195.0230755577401"
"0043","2021-11-05 14:28:00 UTC","0","Snow Church","654","253","78.40918313565064"
"0043","2021-11-05 14:28:00 UTC","0","Sauer Center","602","12","24.041630560342615"
"0043","2021-11-05 14:28:00 UTC","0","Golledge Hall","459","233","119.95415791042844"
"0043","2021-11-05 14:28:00 UTC","0","Tobler Museum","349","32","169.81166037701888"
"0044","2021-11-05 15:57:23 UTC","0","Batty House","22","359","87.14355971613737"
"0044","2021-11-05 15:57:23 UTC","0","Lynch Station","118","283","191.09421759959145"
"0044","2021-11-05 15:57:23 UTC","0","Harris Hall","316","428","225.84286572747877"
"0044","2021-11-05 15:57:23 UTC","0","Harvey House","498","486","204.00245096566854"
"0044","2021-11-05 15:57:23 UTC","0","Golledge Hall","472","240","105.19030373565806"
"0044","2021-11-05 15:57:23 UTC","0","Snow Church","442","67","306.78983033992506"
"0044","2021-11-05 15:57:23 UTC","0","Sauer Center","265","12","360.068049124051"
"0044","2021-11-05 15:57:23 UTC","0","Tobler Museum","218","147","276.1340254296815"
"0045","2021-11-05 17:23:07 UTC","0","Batty House","663","56","671.6784945195134"
"0045","2021-11-05 17:23:07 UTC","0","Lynch Station","627","124","615.0"
"0045","2021-11-05 17:23:07 UTC","0","Harris Hall","487","229","272.01654361453825"
"0045","2021-11-05 17:23:07 UTC","0","Harvey House","266","150","336.1681127055331"
"0045","2021-11-05 17:23:07 UTC","0","Tobler Museum","399","485","374.97333238511777"
"0045","2021-11-05 17:23:07 UTC","0","Sauer Center","82","458","707.1477921905717"
"0045","2021-11-05 17:23:07 UTC","0","Golledge Hall","326","286","238.05251521460553"
"0045","2021-11-05 17:23:07 UTC","0","Snow Church","109","288","612.6483493816008"
"0046","2021-11-10 16:57:48 UTC","0","Batty House","57","523","252.7864711569826"
"0046","2021-11-10 16:57:48 UTC","0","Lynch Station","5","369","245.09997960016236"
"0046","2021-11-10 16:57:48 UTC","0","Harris Hall","368","354","199.4818287463798"
"0046","2021-11-10 16:57:48 UTC","0","Harvey House","661","299","411.44258408677143"
"0046","2021-11-10 16:57:48 UTC","0","Golledge Hall","342","216","234.3266950221421"
"0046","2021-11-10 16:57:48 UTC","0","Snow Church","555","105","189.52836199366047"
"0046","2021-11-10 16:57:48 UTC","0","Sauer Center","417","9","208.0384579831335"
"0046","2021-11-10 16:57:48 UTC","0","Tobler Museum","127","64","370.56713291925934"
"0047","2021-11-10 22:30:04 UTC","0","Harris Hall","","",""
"0047","2021-11-10 22:30:04 UTC","0","Harvey House","","",""
"0047","2021-11-10 22:30:04 UTC","0","Golledge Hall","399","360","178.84630272946657"
"0047","2021-11-10 22:30:04 UTC","0","Sauer Center","560","21","66.94027188471824"
"0047","2021-11-10 22:30:04 UTC","0","Snow Church","556","273","173.85051049680584"
"0047","2021-11-10 22:30:04 UTC","0","Tobler Museum","586","163","101.6366075781753"
"0047","2021-11-10 22:30:04 UTC","0","Batty House","50","221","55.94640292279746"
"0047","2021-11-10 22:30:04 UTC","0","Lynch Station","131","146","121.01652779682617"
"0048","2021-11-12 15:24:29 UTC","0","Batty House","61","327","64.66065264130884"
"0048","2021-11-12 15:24:29 UTC","0","Lynch Station","4","199","75.4254598925323"
