"","start_landmark","participant","target_landmark","point_order","participant_response","within_between","participant_360_response","actual_direction","actual_360_direction","mountain_0_p_angle0","error","mountain_0_p_angle360"
"467","Snow Church",2029,"Compass North",47,-104.3717,"other",255.6283,-134.5,225.5,30.1283,30.1283,30.1283
"468","Snow Church",2039,"Mountain Range",46,-6.563904,"other",353.436096,-134.5,225.5,127.936096,127.936096,127.936096
"469","Snow Church",2015,"Compass North",46,2.795754,"other",2.795754,-134.5,225.5,-222.704246,137.295754,137.295754
"470","Snow Church",2003,"Mountain Range",40,47.50337,"other",47.50337,-134.5,225.5,-177.99663,177.99663,182.00337
"471","Snow Church",2005,"Mountain Range",47,-109.263,"other",250.737,-134.5,225.5,25.237,25.237,25.237
"472","Snow Church",2045,"Compass North",46,38.41218,"other",38.41218,-134.5,225.5,-187.08782,172.91218,172.91218
"473","Snow Church",2037,"Mountain Range",47,-89.09054,"other",270.90946,-134.5,225.5,45.40946,45.40946,45.40946
"474","Snow Church",2035,"Mountain Range",42,-34.23303,"other",325.76697,-134.5,225.5,100.26697,100.26697,100.26697
"475","Snow Church",2026,"Mountain Range",45,116.6161,"other",116.6161,-134.5,225.5,-108.8839,108.8839,251.1161
"476","Snow Church",2006,"Mountain Range",46,153.6707,"other",153.6707,-134.5,225.5,-71.8293,71.8293,288.1707
"477","Snow Church",2047,"Compass North",40,-101.2862,"other",258.7138,-134.5,225.5,33.2138,33.2138,33.2138
"478","Snow Church",2001,"Mountain Range",46,-28.36719,"other",331.63281,-134.5,225.5,106.13281,106.13281,106.13281
"479","Snow Church",2007,"Compass North",46,4.99583,"other",4.99583,-134.5,225.5,-220.50417,139.49583,139.49583
"480","Snow Church",2046,"Compass North",41,-101.2749,"other",258.7251,-134.5,225.5,33.2251,33.2251,33.2251
"481","Snow Church",2008,"Mountain Range",42,111.1505,"other",111.1505,-134.5,225.5,-114.3495,114.3495,245.6505
"482","Snow Church",2051,"Compass North",46,121.6282,"other",121.6282,-134.5,225.5,-103.8718,103.8718,256.1282
"483","Snow Church",2028,"Mountain Range",40,-72.65466,"other",287.34534,-134.5,225.5,61.84534,61.84534,61.84534
"484","Snow Church",2025,"Compass North",46,-121.5059,"other",238.4941,-134.5,225.5,12.9941,12.9941,12.9941
"485","Snow Church",2017,"Compass North",44,-131.477,"other",228.523,-134.5,225.5,3.023,3.023,3.023
"486","Snow Church",2004,"Mountain Range",44,-178.245,"other",181.755,-134.5,225.5,-43.745,43.745,316.255
"487","Snow Church",2018,"Mountain Range",46,113.7547,"other",113.7547,-134.5,225.5,-111.7453,111.7453,248.2547
"488","Snow Church",2043,"Compass North",45,-175.1897,"other",184.8103,-134.5,225.5,-40.6897,40.6897,319.3103
"489","Snow Church",2023,"Compass North",40,21.74653,"other",21.74653,-134.5,225.5,-203.75347,156.24653,156.24653
"490","Snow Church",2021,"Compass North",42,-7.957986,"other",352.042014,-134.5,225.5,126.542014,126.542014,126.542014
"491","Snow Church",2024,"Mountain Range",47,-105.811,"other",254.189,-134.5,225.5,28.689,28.689,28.689
"492","Snow Church",2036,"Compass North",46,-83.59197,"other",276.40803,-134.5,225.5,50.90803,50.90803,50.90803
"493","Snow Church",2012,"Mountain Range",43,-138.8202,"other",221.1798,-134.5,225.5,-4.3202,4.3202,355.6798
"494","Snow Church",2031,"Compass North",45,-33.43381,"other",326.56619,-134.5,225.5,101.06619,101.06619,101.06619
"495","Snow Church",2016,"Mountain Range",43,113.1655,"other",113.1655,-134.5,225.5,-112.3345,112.3345,247.6655
"496","Snow Church",2050,"Mountain Range",45,115.6369,"other",115.6369,-134.5,225.5,-109.8631,109.8631,250.1369
"497","Snow Church",2057,"Compass North",40,160.3638,"other",160.3638,-134.5,225.5,-65.1362,65.1362,294.8638
"498","Snow Church",2052,"Mountain Range",43,-171.2177,"other",188.7823,-134.5,225.5,-36.7177,36.7177,323.2823
"499","Snow Church",2022,"Mountain Range",40,163.1079,"other",163.1079,-134.5,225.5,-62.3921,62.3921,297.6079
"500","Snow Church",2040,"Mountain Range",46,113.2193,"other",113.2193,-134.5,225.5,-112.2807,112.2807,247.7193
"501","Snow Church",2019,"Compass North",44,175.0912,"other",175.0912,-134.5,225.5,-50.4088,50.4088,309.5912
"502","Snow Church",2049,"Mountain Range",43,-103.9416,"other",256.0584,-134.5,225.5,30.5584,30.5584,30.5584
"503","Snow Church",2061,"Compass North",43,-139.5734,"other",220.4266,-134.5,225.5,-5.07339999999999,5.07339999999999,354.9266
"504","Snow Church",2048,"Mountain Range",41,-174.0865,"other",185.9135,-134.5,225.5,-39.5865,39.5865,320.4135
"505","Snow Church",2060,"Mountain Range",43,-102.9406,"other",257.0594,-134.5,225.5,31.5594,31.5594,31.5594
"506","Snow Church",2056,"Mountain Range",43,178.3346,"other",178.3346,-134.5,225.5,-47.1654,47.1654,312.8346
"507","Snow Church",2044,"Mountain Range",43,166.3701,"other",166.3701,-134.5,225.5,-59.1299,59.1299,300.8701
"508","Snow Church",2059,"Compass North",41,176.0437,"other",176.0437,-134.5,225.5,-49.4563,49.4563,310.5437
"509","Snow Church",2053,"Compass North",45,10.16115,"other",10.16115,-134.5,225.5,-215.33885,144.66115,144.66115
"510","Snow Church",2066,"Mountain Range",47,113.3642,"other",113.3642,-134.5,225.5,-112.1358,112.1358,247.8642
"511","Snow Church",2073,"Compass North",45,5.567536,"other",5.567536,-134.5,225.5,-219.932464,140.067536,140.067536
"512","Snow Church",2042,"Mountain Range",41,-75.75169,"other",284.24831,-134.5,225.5,58.74831,58.74831,58.74831
"513","Snow Church",2054,"Mountain Range",45,-30.21198,"other",329.78802,-134.5,225.5,104.28802,104.28802,104.28802
"514","Snow Church",2058,"Mountain Range",40,-103.8335,"other",256.1665,-134.5,225.5,30.6665,30.6665,30.6665
"515","Snow Church",2068,"Mountain Range",45,-165.7844,"other",194.2156,-134.5,225.5,-31.2844,31.2844,328.7156
"516","Snow Church",2064,"Mountain Range",42,-30.50077,"other",329.49923,-134.5,225.5,103.99923,103.99923,103.99923
"517","Snow Church",2069,"Compass North",42,-136.981,"other",223.019,-134.5,225.5,-2.48099999999999,2.48099999999999,357.519
"518","Snow Church",2067,"Compass North",43,-141.3837,"other",218.6163,-134.5,225.5,-6.8837,6.8837,353.1163
"519","Snow Church",2080,"Compass North",43,-172.754,"other",187.246,-134.5,225.5,-38.254,38.254,321.746
"520","Snow Church",2063,"Compass North",43,120.1134,"other",120.1134,-134.5,225.5,-105.3866,105.3866,254.6134
"521","Snow Church",2065,"Compass North",44,-173.7702,"other",186.2298,-134.5,225.5,-39.2702,39.2702,320.7298
"522","Snow Church",2074,"Mountain Range",46,-166.47,"other",193.53,-134.5,225.5,-31.97,31.97,328.03
"523","Snow Church",2076,"Mountain Range",40,-101.3347,"other",258.6653,-134.5,225.5,33.1653,33.1653,33.1653
"524","Snow Church",2078,"Mountain Range",40,179.5879,"other",179.5879,-134.5,225.5,-45.9121,45.9121,314.0879
"525","Snow Church",2070,"Mountain Range",41,-104.0391,"other",255.9609,-134.5,225.5,30.4609,30.4609,30.4609
"526","Snow Church",2062,"Mountain Range",42,159.3472,"other",159.3472,-134.5,225.5,-66.1528,66.1528,293.8472
"527","Snow Church",2075,"Compass North",47,159.6324,"other",159.6324,-134.5,225.5,-65.8676,65.8676,294.1324
"528","Snow Church",2077,"Compass North",44,-102.6854,"other",257.3146,-134.5,225.5,31.8146,31.8146,31.8146
"529","Snow Church",2079,"Compass North",41,-147.9067,"other",212.0933,-134.5,225.5,-13.4067,13.4067,346.5933
"530","Snow Church",2084,"Mountain Range",44,-106.4491,"other",253.5509,-134.5,225.5,28.0509,28.0509,28.0509
"531","Snow Church",2072,"Mountain Range",44,-179.3073,"other",180.6927,-134.5,225.5,-44.8073,44.8073,315.1927
"532","Snow Church",2083,"Mountain Range",45,-173.8319,"other",186.1681,-134.5,225.5,-39.3319,39.3319,320.6681
"533","Tobler Museum",2011,"Compass North",57,-29.28828,"other",330.71172,152.5,152.5,178.21172,178.21172,178.21172
"534","Tobler Museum",2014,"Mountain Range",59,111.6609,"other",111.6609,152.5,152.5,-40.8391,40.8391,319.1609
"535","Tobler Museum",2067,"Compass North",60,111.6785,"other",111.6785,152.5,152.5,-40.8215,40.8215,319.1785
"536","Tobler Museum",2049,"Mountain Range",57,141.4529,"other",141.4529,152.5,152.5,-11.0471,11.0471,348.9529
"537","Tobler Museum",2037,"Mountain Range",58,67.65573,"other",67.65573,152.5,152.5,-84.84427,84.84427,275.15573
"538","Tobler Museum",2013,"Compass North",57,90.4402,"other",90.4402,152.5,152.5,-62.0598,62.0598,297.9402
"539","Tobler Museum",2002,"Mountain Range",56,107.3845,"other",107.3845,152.5,152.5,-45.1155,45.1155,314.8845
"540","Tobler Museum",2066,"Mountain Range",60,33.93603,"other",33.93603,152.5,152.5,-118.56397,118.56397,241.43603
"541","Tobler Museum",2044,"Mountain Range",62,16.37001,"other",16.37001,152.5,152.5,-136.12999,136.12999,223.87001
"542","Tobler Museum",2033,"Compass North",56,76.76328,"other",76.76328,152.5,152.5,-75.73672,75.73672,284.26328
"543","Tobler Museum",2062,"Mountain Range",63,62.15931,"other",62.15931,152.5,152.5,-90.34069,90.34069,269.65931
"544","Tobler Museum",2057,"Compass North",58,110.2847,"other",110.2847,152.5,152.5,-42.2153,42.2153,317.7847
"545","Tobler Museum",2039,"Mountain Range",60,116.0551,"other",116.0551,152.5,152.5,-36.4449,36.4449,323.5551
"546","Tobler Museum",2015,"Compass North",56,27.06896,"other",27.06896,152.5,152.5,-125.43104,125.43104,234.56896
"547","Tobler Museum",2003,"Mountain Range",62,167.9219,"other",167.9219,152.5,152.5,15.4219,15.4219,15.4219
"548","Tobler Museum",2038,"Mountain Range",58,157.6153,"other",157.6153,152.5,152.5,5.11529999999999,5.11529999999999,5.11529999999999
"549","Tobler Museum",2027,"Compass North",56,25.5981,"other",25.5981,152.5,152.5,-126.9019,126.9019,233.0981
"550","Tobler Museum",2004,"Mountain Range",61,60.91668,"other",60.91668,152.5,152.5,-91.58332,91.58332,268.41668
"551","Tobler Museum",2065,"Compass North",60,110.9021,"other",110.9021,152.5,152.5,-41.5979,41.5979,318.4021
"552","Tobler Museum",2060,"Mountain Range",63,152.607,"other",152.607,152.5,152.5,0.106999999999999,0.106999999999999,0.106999999999999
"553","Tobler Museum",2034,"Mountain Range",62,19.69148,"other",19.69148,152.5,152.5,-132.80852,132.80852,227.19148
"554","Tobler Museum",2030,"Mountain Range",56,102.1865,"other",102.1865,152.5,152.5,-50.3135,50.3135,309.6865
"555","Tobler Museum",2001,"Mountain Range",63,-170.7869,"other",189.2131,152.5,152.5,36.7131,36.7131,36.7131
"556","Tobler Museum",2041,"Compass North",58,109.3675,"other",109.3675,152.5,152.5,-43.1325,43.1325,316.8675
"557","Tobler Museum",2029,"Compass North",56,15.17474,"other",15.17474,152.5,152.5,-137.32526,137.32526,222.67474
"558","Tobler Museum",2008,"Mountain Range",62,41.66781,"other",41.66781,152.5,152.5,-110.83219,110.83219,249.16781
"559","Tobler Museum",2064,"Mountain Range",59,49.38262,"other",49.38262,152.5,152.5,-103.11738,103.11738,256.88262
"560","Tobler Museum",2054,"Mountain Range",56,99.55556,"other",99.55556,152.5,152.5,-52.94444,52.94444,307.05556
"561","Tobler Museum",2005,"Mountain Range",60,-174.5754,"other",185.4246,152.5,152.5,32.9246,32.9246,32.9246
"562","Tobler Museum",2080,"Compass North",56,106.3505,"other",106.3505,152.5,152.5,-46.1495,46.1495,313.8505
"563","Tobler Museum",2061,"Compass North",62,85.51672,"other",85.51672,152.5,152.5,-66.98328,66.98328,293.01672
"564","Tobler Museum",2035,"Mountain Range",58,-153.7045,"other",206.2955,152.5,152.5,53.7955,53.7955,53.7955
"565","Tobler Museum",2026,"Mountain Range",59,12.97234,"other",12.97234,152.5,152.5,-139.52766,139.52766,220.47234
"566","Tobler Museum",2006,"Mountain Range",57,109.0429,"other",109.0429,152.5,152.5,-43.4571,43.4571,316.5429
"567","Tobler Museum",2073,"Compass North",59,16.34185,"other",16.34185,152.5,152.5,-136.15815,136.15815,223.84185
"568","Tobler Museum",2059,"Compass North",57,38.19754,"other",38.19754,152.5,152.5,-114.30246,114.30246,245.69754
"569","Tobler Museum",2007,"Compass North",58,-23.11727,"other",336.88273,152.5,152.5,184.38273,175.61727,184.38273
"570","Tobler Museum",2075,"Compass North",63,89.96994,"other",89.96994,152.5,152.5,-62.53006,62.53006,297.46994
"571","Tobler Museum",2052,"Mountain Range",56,7.71368,"other",7.71368,152.5,152.5,-144.78632,144.78632,215.21368
"572","Tobler Museum",2051,"Compass North",59,19.39018,"other",19.39018,152.5,152.5,-133.10982,133.10982,226.89018
"573","Tobler Museum",2028,"Mountain Range",56,80.45748,"other",80.45748,152.5,152.5,-72.04252,72.04252,287.95748
"574","Tobler Museum",2058,"Mountain Range",63,-175.724,"other",184.276,152.5,152.5,31.776,31.776,31.776
"575","Tobler Museum",2045,"Compass North",63,-20.14264,"other",339.85736,152.5,152.5,187.35736,172.64264,187.35736
"576","Tobler Museum",2022,"Mountain Range",57,62.67426,"other",62.67426,152.5,152.5,-89.82574,89.82574,270.17426
"577","Tobler Museum",2018,"Mountain Range",62,30.07855,"other",30.07855,152.5,152.5,-122.42145,122.42145,237.57855
"578","Tobler Museum",2074,"Mountain Range",56,110.7052,"other",110.7052,152.5,152.5,-41.7948,41.7948,318.2052
"579","Tobler Museum",2056,"Mountain Range",57,148.6577,"other",148.6577,152.5,152.5,-3.84229999999999,3.84229999999999,356.1577
"580","Tobler Museum",2047,"Compass North",57,118.9255,"other",118.9255,152.5,152.5,-33.5745,33.5745,326.4255
"581","Tobler Museum",2024,"Mountain Range",59,116.8861,"other",116.8861,152.5,152.5,-35.6139,35.6139,324.3861
"582","Tobler Museum",2053,"Compass North",62,-42.17205,"other",317.82795,152.5,152.5,165.32795,165.32795,165.32795
"583","Tobler Museum",2046,"Compass North",62,130.0174,"other",130.0174,152.5,152.5,-22.4826,22.4826,337.5174
"584","Tobler Museum",2031,"Compass North",62,45.23059,"other",45.23059,152.5,152.5,-107.26941,107.26941,252.73059
"585","Tobler Museum",2016,"Mountain Range",60,42.73118,"other",42.73118,152.5,152.5,-109.76882,109.76882,250.23118
"586","Tobler Museum",2079,"Compass North",57,106.7899,"other",106.7899,152.5,152.5,-45.7101,45.7101,314.2899
"587","Tobler Museum",2025,"Compass North",63,157.5057,"other",157.5057,152.5,152.5,5.00569999999999,5.00569999999999,5.00569999999999
"588","Tobler Museum",2017,"Compass North",62,112.6034,"other",112.6034,152.5,152.5,-39.8966,39.8966,320.1034
"589","Tobler Museum",2077,"Compass North",59,135.3143,"other",135.3143,152.5,152.5,-17.1857,17.1857,342.8143
"590","Tobler Museum",2069,"Compass North",56,110.9618,"other",110.9618,152.5,152.5,-41.5382,41.5382,318.4618
"591","Tobler Museum",2043,"Compass North",61,101.9086,"other",101.9086,152.5,152.5,-50.5914,50.5914,309.4086
"592","Tobler Museum",2023,"Compass North",57,105.4792,"other",105.4792,152.5,152.5,-47.0208,47.0208,312.9792
"593","Tobler Museum",2021,"Compass North",60,-160.1511,"other",199.8489,152.5,152.5,47.3489,47.3489,47.3489
"594","Tobler Museum",2072,"Mountain Range",63,51.41076,"other",51.41076,152.5,152.5,-101.08924,101.08924,258.91076
"595","Tobler Museum",2036,"Compass North",62,118.6971,"other",118.6971,152.5,152.5,-33.8029,33.8029,326.1971
"596","Tobler Museum",2012,"Mountain Range",60,126.5586,"other",126.5586,152.5,152.5,-25.9414,25.9414,334.0586
"597","Tobler Museum",2078,"Mountain Range",56,121.9494,"other",121.9494,152.5,152.5,-30.5506,30.5506,329.4494
"598","Tobler Museum",2070,"Mountain Range",63,2.228795,"other",2.228795,152.5,152.5,-150.271205,150.271205,209.728795
"599","Tobler Museum",2050,"Mountain Range",59,127.6419,"other",127.6419,152.5,152.5,-24.8581,24.8581,335.1419
"600","Tobler Museum",2084,"Mountain Range",63,-175.1306,"other",184.8694,152.5,152.5,32.3694,32.3694,32.3694
"601","Tobler Museum",2068,"Mountain Range",62,114.5955,"other",114.5955,152.5,152.5,-37.9045,37.9045,322.0955
"602","Tobler Museum",2042,"Mountain Range",63,128.156,"other",128.156,152.5,152.5,-24.344,24.344,335.656
"603","Tobler Museum",2040,"Mountain Range",60,38.66919,"other",38.66919,152.5,152.5,-113.83081,113.83081,246.16919
"604","Tobler Museum",2019,"Compass North",58,104.682,"other",104.682,152.5,152.5,-47.818,47.818,312.182
"605","Tobler Museum",2076,"Mountain Range",62,149.1084,"other",149.1084,152.5,152.5,-3.39160000000001,3.39160000000001,356.6084
"606","Tobler Museum",2063,"Compass North",61,8.718617,"other",8.718617,152.5,152.5,-143.781383,143.781383,216.218617
"607","Tobler Museum",2048,"Mountain Range",61,101.1998,"other",101.1998,152.5,152.5,-51.3002,51.3002,308.6998
"608","Tobler Museum",2083,"Mountain Range",57,67.86855,"other",67.86855,152.5,152.5,-84.63145,84.63145,275.36855
