"","participant","X.2","X.1","X","between","within","overall_pointing","Overall_rsquared","Overall_angle","Batty_rsquared","Batty_angle","Golledge_rsquared","Golledge_angle","Condition","First_Building_in_model.building","Pilot","sex","first_route","Overall_angle_corrected","Batty_angle_corrected","Golledge_angle_corrected","first_connecting_route","correct_absolute_error_other","condition_all","exp","Video_Game_Play","group","SBSOD_avg"
"57",2012,57,57,3,33.5418482389546,11.5695604015853,24.1251534515106,0.752081292037452,171.456506122322,0.782032689822551,148.764951466776,0.925122535498623,203.755047213815,"Mountains","Tobler Museum","No","female","Batty",171.456506122322,148.764951466776,203.755047213815,"C2",20.756635,"Mountains","Exp2","No","Experiment",4.26666666666667
"58",2013,58,58,4,45.0564869163559,40.5497627733401,43.1250337122063,0.463421652624154,236.282594502035,0.234647522001201,108.135858120177,0.897262949509448,268.625405047069,"Compass","Sauer Center","No","female","Golledge",236.282594502035,108.135858120177,268.625405047069,"C1",65.781685,"Compass","Exp2","No","Experiment",2.26666666666667
"59",2016,59,59,5,68.5548592819122,43.5802742695709,57.8514657051945,0.446386410620285,-25.7144130369575,0.710336182730488,-52.1467385958733,0.241801889030627,-47.2899928609911,"Mountains","Golledge Hall","No","female","Golledge",334.285586963042,307.853261404127,312.710007139009,"C1",114.03259625,"Mountains","Exp2","No","Experiment",4.2
"60",2017,60,60,6,23.6806382624421,7.12587808873265,16.5857410451381,0.80190207110685,97.3429906627443,0.934032025618556,141.385190163628,0.906110510079323,100.612720136793,"Compass","Batty House","No","male","Golledge",97.3429906627443,141.385190163628,100.612720136793,"C1",10.238385,"Compass","Exp2","Yes","Experiment",3.53333333333333
"61",2018,61,61,7,46.9061591112651,25.7433302700178,37.8363753221591,0.82704958900016,162.739681212113,0.762311746421788,174.286633098588,0.864346307991135,177.065144595075,"Mountains","Harvey House","No","female","Golledge",162.739681212113,174.286633098588,177.065144595075,"C2",110.25636375,"Mountains","Exp2","No","Experiment",4.46666666666667
"62",2019,62,62,8,25.9278984230065,13.2365401517381,20.4887448781772,0.882168644813976,162.42962075068,0.67622283579714,148.440319903033,0.868951480915937,189.417302445101,"Compass","Lynch Station","No","male","Golledge",162.42962075068,148.440319903033,189.417302445101,"C2",24.70847625,"Compass","Exp2","No","Experiment",2.73333333333333
"63",2021,63,63,9,35.2973968569926,13.8750952315246,26.1164104460777,0.550333168047852,129.373157236967,0.87312459198684,145.278731133568,0.828095466003593,21.0103902875662,"Compass","Batty House","No","female","Batty",129.373157236967,145.278731133568,21.0103902875662,"C2",34.423988,"Compass","Exp2","No","Experiment",3.06666666666667
"64",2022,64,64,10,66.670799897166,15.2825597828999,44.6472684196234,0.0874284613155521,49.5019611061827,0.712602829098138,-32.5242868330443,0.796899821054428,-19.9888279141452,"Mountains","Tobler Museum","No","male","Golledge",49.5019611061827,327.475713166956,340.011172085855,"C2",90.69282,"Mountains","Exp2","Yes","Experiment",3.73333333333333
"65",2023,65,65,11,87.7618675810897,96.236411467678,91.3938149610561,0.381383871621692,26.5929948709703,0.210110796276101,46.0510894488586,0.172193629359004,91.4893716236047,"Compass","Golledge Hall","No","female","Golledge",26.5929948709703,46.0510894488586,91.4893716236047,"C2",106.56594875,"Compass","Exp2","No","Experiment",5.86666666666667
"66",2024,66,66,12,53.4440794374616,28.4553419603233,42.7346205186881,0.0668504187393015,67.5301892305566,0.500873667953413,-29.8631565332597,0.897999510379657,165.34910281682,"Mountains","Golledge Hall","No","female","Golledge",67.5301892305566,330.13684346674,165.34910281682,"C2",71.827535,"Mountains","Exp2","No","Experiment",4
"67",2025,67,67,13,5.76997089938436,4.74050454045756,5.32877103127287,0.859510454007949,124.669319274466,0.920716650961439,138.001851829638,0.87972874182673,89.3370362288369,"Compass","Lynch Station","No","male","Batty",124.669319274466,138.001851829638,89.3370362288369,"C1",8.404511825,"Compass","Exp2","Yes","Experiment",3.6
"68",2026,68,68,14,64.800994165809,30.3425263971896,50.0330794078293,0.383367188204422,52.043626998448,0.336407909108231,-16.6262944248234,0.197953659543763,174.692083552297,"Mountains","Batty House","No","female","Batty",52.043626998448,343.373705575177,174.692083552297,"C2",108.2366175,"Mountains","Exp2","No","Experiment",5.53333333333333
"69",2028,69,69,15,40.3010352670738,23.2154627525336,32.9786470465566,0.414108700413117,118.534246193067,0.485892298388067,141.511077533817,0.777339749207879,184.575053872504,"Mountains","Golledge Hall","No","female","Golledge",118.534246193067,141.511077533817,184.575053872504,"C1",92.96082875,"Mountains","Exp2","No","Experiment",3.2
"70",2029,70,70,16,48.3986190306628,20.2586470414429,36.3386310352828,0.721767120707608,-29.1634994193636,0.974781614968413,-40.2417256817553,0.388447880376612,3.77068714461166,"Compass","Batty House","No","male","Batty",330.836500580636,319.758274318245,3.77068714461166,"C1",29.94780625,"Compass","Exp2","Yes","Experiment",2.66666666666667
"71",2030,71,71,17,53.5080749860921,17.7090647462721,38.1656420261692,0.389509361499536,139.937996161316,0.601250094079537,65.6336231335952,0.775991590302397,182.604827221947,"Mountains","Batty House","No","male","Golledge",139.937996161316,65.6336231335952,182.604827221947,"C2",45.66660625,"Mountains","Exp2","Yes","Experiment",3.53333333333333
"72",2031,72,72,18,57.5903400164612,41.471564103399,50.6822931965774,0.261397714962195,71.668918984608,0.646593654464973,18.5101778120815,0.0663996059717455,45.2732319241685,"Compass","Batty House","No","female","Batty",71.668918984608,18.5101778120815,45.2732319241685,"C1",59.090975,"Compass","Exp2","No","Experiment",4.2
"73",2033,73,73,19,93.449599860095,61.1191777047817,79.593704650675,0.0541463223276729,164.520545069133,0.136082015928465,235.493691088271,0.150827382465843,153.995470864308,"Compass","Golledge Hall","No","female","Golledge",164.520545069133,235.493691088271,153.995470864308,"C1",103.258308375,"Compass","Exp2","No","Experiment",3.2
"74",2034,74,74,20,71.151511355775,43.1157956356345,59.1362046185719,0.205380838863246,59.4572273276681,0.775478872634606,1.13810475023169,0.832142805765117,27.7639097632891,"Mountains","Batty House","No","female","Batty",59.4572273276681,1.13810475023169,27.7639097632891,"C2",54.43646625,"Mountains","Exp2","No","Experiment",3.73333333333333
"75",2035,75,75,21,33.2649374026846,30.6274851628558,32.1346007284722,0.546123907372387,-54.0857950870163,0.468039120528843,-19.7055627137276,0.644473913656975,-53.9458521226218,"Mountains","Golledge Hall","No","male","Golledge",305.914204912984,340.294437286272,306.054147877378,"C1",115.89623625,"Mountains","Exp2","Yes","Experiment",3.4
"76",2036,76,76,22,33.5123589051489,29.6142607328164,31.8417454027207,0.228828910470366,111.737889724209,0.930256493447877,109.911346797435,0.421700161671899,138.547008996902,"Compass","Batty House","No","female","Batty",111.737889724209,109.911346797435,138.547008996902,"C2",46.9399775,"Compass","Exp2","No","Experiment",2.86666666666667
"77",2037,77,77,23,28.5391474419695,18.0922800923143,24.0619185778316,0.855939655236381,-24.4454810780955,0.93613706748933,-27.9934223031759,0.812545983036249,-18.747385310547,"Mountains","Sauer Center","No","female","Batty",335.554518921905,332.006577696824,341.252614689453,"C1",38.99287,"Mountains","Exp2","No","Experiment",4
"78",2038,78,78,24,17.1679791040827,13.4896402348807,15.591548160139,0.943141506074294,150.411123335,0.912585041660825,141.789137900635,0.910132600738528,153.398759822977,"Mountains","Lynch Station","No","male","Golledge",150.411123335,141.789137900635,153.398759822977,"C2",24.20581375,"Mountains","Exp2","No","Experiment",3.6
"79",2039,79,79,25,54.6420633203196,53.7600269456054,54.2640477311564,0.622626373758236,-20.6017781767581,0.911209135630125,-31.4393802195506,0.318310225466404,-68.2724517513512,"Mountains","Batty House","No","female","Batty",339.398221823242,328.560619780449,291.727548248649,"C2",114.766659625,"Mountains","Exp2","No","Experiment",6.2
"80",2040,80,80,26,59.4899856983378,29.5122632566455,46.642390366184,0.862638335097275,-12.8242152511183,0.796598515791448,-51.3447223935261,0.926346395174755,-3.22659070378987,"Mountains","Batty House","No","male","Batty",347.175784748882,308.655277606474,356.77340929621,"C1",58.90677,"Mountains","Exp2","Yes","Experiment",4.93333333333333
"81",2041,81,81,27,15.5534988829135,7.77825420841104,12.2212511652696,0.83785864204274,128.709920878004,0.883606011672943,144.893677124242,0.844003368806872,93.5245332163037,"Compass","Batty House","No","female","Golledge",128.709920878004,144.893677124242,93.5245332163037,"C1",15.6324825,"Compass","Exp2","Yes","Experiment",4.46666666666667
"82",2042,82,82,28,74.3064587676745,9.03409176185844,46.3325871937533,0.883307145614323,6.37928623647358,0.916738765875065,4.22037309968703,0.375440463041604,28.5437845868405,"Mountains","Batty House","No","female","Batty",6.37928623647358,4.22037309968703,28.5437845868405,"C1",60.3392175,"Mountains","Exp2","No","Experiment",3.73333333333333
"83",2043,83,83,29,32.2137483092203,14.9250381472174,24.8043010969333,0.88792657384,-31.2750927633061,0.820777710654105,-26.3619545708991,0.864178978289949,-21.4126403348569,"Compass","Snow Church","No","male","Golledge",328.724907236694,333.638045429101,338.587359665143,"C1",48.60656375,"Compass","Exp2","Yes","Experiment",3.53333333333333
"84",2045,84,84,30,65.7499267753674,52.1759184006427,59.9324946147711,0.447185127303149,-32.3380205752343,0.930081168934799,-56.9196074308583,0.225053782625149,-49.0585659230952,"Compass","Sauer Center","No","female","Batty",327.661979424766,303.080392569142,310.941434076905,"C1",90.96925,"Compass","Exp2","Yes","Experiment",3.13333333333333
"85",2047,85,85,31,55.2284579945489,44.9007399135766,50.8022931027037,0.435074164864855,-47.2888305247775,0.468059099838436,-58.2985111778725,0.226862222331622,206.760129216906,"Compass","Sauer Center","No","female","Batty",312.711169475223,301.701488822127,206.760129216906,"C2",95.110274425,"Compass","Exp2","No","Experiment",4.86666666666667
