"participant","date","model number","building","x","y","error"
"2039","2022-04-16 21:47:36 UTC","0","Batty House","10","281","19.235384061671343"
"2039","2022-04-16 21:47:36 UTC","0","Lynch Station","63","150","57.245087125446844"
"2039","2022-04-16 21:47:36 UTC","0","Golledge Hall","511","154","146.8945199794737"
"2039","2022-04-16 21:47:36 UTC","0","Sauer Center","491","10","134.09325113517085"
"2039","2022-04-16 21:47:36 UTC","0","Tobler Museum","314","322","268.40454541605664"
"2039","2022-04-16 21:47:36 UTC","0","Snow Church","401","15","367.8654645383282"
"2039","2022-04-16 21:47:36 UTC","0","Harris Hall","278","120","123.30855606972291"
"2039","2022-04-16 21:47:36 UTC","0","Harvey House","471","282","269.3287953413077"
"2040","2022-04-18 14:21:47 UTC","0","Batty House","128","480","231.22499864850255"
"2040","2022-04-18 14:21:47 UTC","0","Lynch Station","6","283","159.11316727411344"
"2040","2022-04-18 14:21:47 UTC","0","Harvey House","318","321","165.74679484080528"
"2040","2022-04-18 14:21:47 UTC","0","Harris Hall","199","166","62.0966987850401"
"2040","2022-04-18 14:21:47 UTC","0","Golledge Hall","542","280","24.596747752497688"
"2040","2022-04-18 14:21:47 UTC","0","Sauer Center","593","50","55.21775076911409"
"2040","2022-04-18 14:21:47 UTC","0","Snow Church","706","204","10.04987562112089"
"2040","2022-04-18 14:21:47 UTC","0","Tobler Museum","400","131","93.43446901438462"
"2041","2022-04-18 15:30:01 UTC","0","Batty House","624","22","647.2317977355563"
"2041","2022-04-18 15:30:01 UTC","0","Lynch Station","578","80","567.7076712534366"
"2041","2022-04-18 15:30:01 UTC","0","Harris Hall","469","157","263.20524310887123"
"2041","2022-04-18 15:30:01 UTC","0","Harvey House","316","12","473.51135150067944"
"2041","2022-04-18 15:30:01 UTC","0","Golledge Hall","118","268","446.5926555598513"
"2041","2022-04-18 15:30:01 UTC","0","Snow Church","351","470","451.0543204537564"
"2041","2022-04-18 15:30:01 UTC","0","Sauer Center","492","395","412.0546080315084"
"2041","2022-04-18 15:30:01 UTC","0","Tobler Museum","415","292","187.040102651811"
"2042","2022-04-18 17:54:41 UTC","0","Batty House","3","192","83.5224520712844"
"2042","2022-04-18 17:54:41 UTC","0","Lynch Station","40","12","115.44695751729449"
"2042","2022-04-18 17:54:41 UTC","0","Harris Hall","197","256","34.9857113690718"
"2042","2022-04-18 17:54:41 UTC","0","Harvey House","337","425","73.81734213584231"
"2042","2022-04-18 17:54:41 UTC","0","Golledge Hall","437","213","149.04026301640775"
"2042","2022-04-18 17:54:41 UTC","0","Sauer Center","553","10","72.17340230306452"
"2042","2022-04-18 17:54:41 UTC","0","Tobler Museum","687","123","194.0025773024678"
"2042","2022-04-18 17:54:41 UTC","0","Snow Church","673","232","50.774009099144415"
"2043","2022-04-18 19:21:24 UTC","0","Snow Church","619","136","119.03780911962384"
"2043","2022-04-18 19:21:24 UTC","0","Golledge Hall","414","242","157.8005069700348"
"2043","2022-04-18 19:21:24 UTC","0","Sauer Center","410","15","215.23243250030885"
"2043","2022-04-18 19:21:24 UTC","0","Lynch Station","43","339","217.2233873228203"
"2043","2022-04-18 19:21:24 UTC","0","Batty House","39","477","205.35091916034852"
"2043","2022-04-18 19:21:24 UTC","0","Harvey House","379","459","88.88756943465155"
"2043","2022-04-18 19:21:24 UTC","0","Tobler Museum","240","186","260.969346858975"
"2043","2022-04-18 19:21:24 UTC","0","Harris Hall","354","341","180.40509970618902"
"2044","2022-04-18 20:13:45 UTC","0","Batty House","126","110","189.85520798756087"
"2044","2022-04-18 20:13:45 UTC","0","Lynch Station","278","67","272.03860020225073"
"2044","2022-04-18 20:13:45 UTC","0","Harvey House","571","169","420.2201803816661"
"2044","2022-04-18 20:13:45 UTC","0","Tobler Museum","618","459","359.43566879206634"
"2044","2022-04-18 20:13:45 UTC","0","Sauer Center","448","439","468.70566456999427"
"2044","2022-04-18 20:13:45 UTC","0","Snow Church","262","374","484.43472212466355"
"2044","2022-04-18 20:13:45 UTC","0","Golledge Hall","83","347","484.24890294145223"
"2044","2022-04-18 20:13:45 UTC","0","Harris Hall","165","228","50.039984012787215"
"2044","2022-04-18 20:13:45 UTC","1","Batty House","49","57","216.12265036316762"
"2044","2022-04-18 20:13:45 UTC","1","Lynch Station","150","48","157.54364474646383"
"2044","2022-04-18 20:13:45 UTC","1","Harvey House","406","103","398.08039389048037"
"2044","2022-04-18 20:13:45 UTC","1","Tobler Museum","639","429","339.94852551526094"
"2044","2022-04-18 20:13:45 UTC","1","Sauer Center","450","409","440.2737784606301"
"2044","2022-04-18 20:13:45 UTC","1","Snow Church","267","427","500.88421815824864"
"2044","2022-04-18 20:13:45 UTC","1","Golledge Hall","327","265","238.42189496772312"
"2044","2022-04-18 20:13:45 UTC","1","Harris Hall","103","257","116.21101496846157"
"2045","2022-04-18 22:09:48 UTC","0","Sauer Center","556","36","75.64390259630977"
"2045","2022-04-18 22:09:48 UTC","0","Tobler Museum","402","439","329.802971484491"
"2045","2022-04-18 22:09:48 UTC","0","Snow Church","419","100","315.0142853903613"
"2045","2022-04-18 22:09:48 UTC","0","Golledge Hall","479","301","85.58621384311844"
"2045","2022-04-18 22:09:48 UTC","0","Harris Hall","280","231","65.19202405202648"
"2045","2022-04-18 22:09:48 UTC","0","Harvey House","667","205","466.4000428816447"
"2045","2022-04-18 22:09:48 UTC","0","Lynch Station","47","254","134.6291201783626"
"2045","2022-04-18 22:09:48 UTC","0","Batty House","139","438","200.24984394500785"
"2046","2022-04-19 18:46:33 UTC","0","Sauer Center","414","33","212.8497122384712"
"2046","2022-04-19 18:46:33 UTC","0","Golledge Hall","468","426","165.65325230734229"
"2046","2022-04-19 18:46:33 UTC","0","Snow Church","631","313","137.43725841270262"
"2046","2022-04-19 18:46:33 UTC","0","Tobler Museum","608","220","151.09268678529745"
"2046","2022-04-19 18:46:33 UTC","0","Lynch Station","11","418","294.0017006753532"
"2046","2022-04-19 18:46:33 UTC","0","Batty House","271","331","251.03187048659777"
"2046","2022-04-19 18:46:33 UTC","0","Harris Hall","299","263","91.7877987534291"
"2046","2022-04-19 18:46:33 UTC","0","Harvey House","152","331","209.4755355644186"
"2046","2022-04-19 18:46:33 UTC","1","Sauer Center","524","22","102.42070103255493"
"2046","2022-04-19 18:46:33 UTC","1","Tobler Museum","589","267","173.89939620366712"
"2046","2022-04-19 18:46:33 UTC","1","Snow Church","639","346","160.65490966665163"
"2046","2022-04-19 18:46:33 UTC","1","Golledge Hall","474","459","190.58856209122308"
"2046","2022-04-19 18:46:33 UTC","1","Lynch Station","33","425","301.7316688715323"
"2046","2022-04-19 18:46:33 UTC","1","Batty House","310","272","283.0"
"2046","2022-04-19 18:46:33 UTC","1","Harvey House","160","385","167.20047846821492"
"2046","2022-04-19 18:46:33 UTC","1","Harris Hall","247","277","60.207972893961475"
"2047","2022-04-19 20:21:23 UTC","0","Sauer Center","238","86","395.38588745679834"
"2047","2022-04-19 20:21:23 UTC","0","Lynch Station","63","421","301.34697609234445"
"2047","2022-04-19 20:21:23 UTC","0","Harvey House","304","301","184.27153876819935"
"2047","2022-04-19 20:21:23 UTC","0","Batty House","38","320","49.24428900898052"
"2047","2022-04-19 20:21:23 UTC","0","Golledge Hall","467","116","200.08498194517247"
"2047","2022-04-19 20:21:23 UTC","0","Snow Church","140","236","576.8335981892872"
"2047","2022-04-19 20:21:23 UTC","0","Tobler Museum","443","225","114.49454135459908"
"2047","2022-04-19 20:21:23 UTC","0","Harris Hall","243","387","163.41664541900252"
"2048","2022-04-20 16:51:25 UTC","0","Batty House","25","448","176.0113632695344"
"2048","2022-04-20 16:51:25 UTC","0","Lynch Station","27","271","147.763324272297"
"2048","2022-04-20 16:51:25 UTC","0","Harris Hall","252","312","93.62157870918435"
"2048","2022-04-20 16:51:25 UTC","0","Harvey House","373","491","79.22752047110903"
"2048","2022-04-20 16:51:25 UTC","0","Golledge Hall","426","194","168.6801707374047"
"2048","2022-04-20 16:51:25 UTC","0","Snow Church","666","135","86.02325267042627"
"2048","2022-04-20 16:51:25 UTC","0","Sauer Center","595","3","30.066592756745816"
"2048","2022-04-20 16:51:25 UTC","0","Tobler Museum","321","8","206.3492185592182"
"2049","2022-04-20 18:04:22 UTC","0","Batty House","15","206","67.08203932499369"
"2049","2022-04-20 18:04:22 UTC","0","Lynch Station","107","172","106.4377752492037"
"2049","2022-04-20 18:04:22 UTC","0","Harris Hall","358","172","152.85614151874958"
"2049","2022-04-20 18:04:22 UTC","0","Tobler Museum","501","341","219.14607000811125"
"2049","2022-04-20 18:04:22 UTC","0","Sauer Center","610","50","47.43416490252569"
"2049","2022-04-20 18:04:22 UTC","0","Snow Church","715","252","47.01063709417264"
"2049","2022-04-20 18:04:22 UTC","0","Golledge Hall","652","460","190.53870997778904"
"2049","2022-04-20 18:04:22 UTC","0","Harvey House","68","445","229.5125268912353"
"2050","2022-06-30 15:16:21 UTC","0","Golledge Hall","82","465","512.4451190127583"
"2050","2022-06-30 15:16:21 UTC","0","Snow Church","174","280","547.164509082963"
"2050","2022-06-30 15:16:21 UTC","0","Sauer Center","393","431","485.07731342539614"
"2050","2022-06-30 15:16:21 UTC","0","Batty House","586","274","559.0035778060817"
"2050","2022-06-30 15:16:21 UTC","0","Lynch Station","533","54","525.6814624846495"
"2050","2022-06-30 15:16:21 UTC","0","Tobler Museum","618","434","336.1086133975147"
"2050","2022-06-30 15:16:21 UTC","0","Harvey House","106","35","487.6925260858526"
"2050","2022-06-30 15:16:21 UTC","0","Harris Hall","330","84","182.72657168567466"
"2051","2022-06-30 16:28:36 UTC","0","Golledge Hall","456","213","133.2216198670471"
"2051","2022-06-30 16:28:36 UTC","0","Lynch Station","13","297","173.0028901492689"
"2051","2022-06-30 16:28:36 UTC","0","Batty House","66","480","211.62466774929618"
"2051","2022-06-30 16:28:36 UTC","0","Harris Hall","225","205","23.259406699226016"
"2051","2022-06-30 16:28:36 UTC","0","Sauer Center","575","59","73.59347797189639"
"2051","2022-06-30 16:28:36 UTC","0","Tobler Museum","595","298","203.42074623793906"
"2051","2022-06-30 16:28:36 UTC","0","Snow Church","611","210","105.11898020814318"
"2051","2022-06-30 16:28:36 UTC","0","Harvey House","400","432","118.51160280748886"
"2052","2022-07-01 13:51:09 UTC","0","Harvey House","347","24","464.0366364846638"
"2052","2022-07-01 13:51:09 UTC","0","Batty House","739","409","725.0606871152235"
"2052","2022-07-01 13:51:09 UTC","0","Lynch Station","546","370","587.9387723224247"
"2052","2022-07-01 13:51:09 UTC","0","Harris Hall","433","288","226.645097012929"
"2052","2022-07-01 13:51:09 UTC","0","Snow Church","30","254","687.7477735332918"
"2052","2022-07-01 13:51:09 UTC","0","Sauer Center","32","436","733.0825328706175"
"2052","2022-07-01 13:51:09 UTC","0","Tobler Museum","229","450","421.0463157421045"
"2052","2022-07-01 13:51:09 UTC","0","Golledge Hall","205","274","359.4022815731698"
"2053","2022-07-01 15:10:33 UTC","0","Golledge Hall","438","28","291.62475889402805"
"2053","2022-07-01 15:10:33 UTC","0","Lynch Station","76","204","102.44998779892558"
"2053","2022-07-01 15:10:33 UTC","0","Harris Hall","672","307","464.1228285701965"
"2053","2022-07-01 15:10:33 UTC","0","Snow Church","295","91","436.16166727487644"
"2053","2022-07-01 15:10:33 UTC","0","Harvey House","154","362","186.3571839237758"
"2053","2022-07-01 15:10:33 UTC","0","Batty House","668","415","656.757184962601"
"2053","2022-07-01 15:10:33 UTC","0","Tobler Museum","575","153","87.66413177577246"
"2053","2022-07-01 15:10:33 UTC","0","Sauer Center","444","440","471.1539026687564"
"2054","2022-07-01 16:55:28 UTC","0","Golledge Hall","253","156","339.0368711512068"
"2054","2022-07-01 16:55:28 UTC","0","Lynch Station","490","148","478.60213121130164"
"2054","2022-07-01 16:55:28 UTC","0","Harris Hall","405","453","296.0219586449627"
"2054","2022-07-01 16:55:28 UTC","0","Snow Church","110","196","606.0668279983652"
"2054","2022-07-01 16:55:28 UTC","0","Sauer Center","74","339","644.3267804460714"
"2054","2022-07-01 16:55:28 UTC","0","Tobler Museum","223","467","438.092455995307"
"2054","2022-07-01 16:55:28 UTC","0","Batty House","647","318","621.7041096856285"
"2054","2022-07-01 16:55:28 UTC","0","Harvey House","598","412","312.64196775225173"
"2056","2022-07-01 19:39:11 UTC","0","Golledge Hall","491","90","213.84573879317773"
"2056","2022-07-01 19:39:11 UTC","0","Snow Church","422","29","342.65434478494507"
"2056","2022-07-01 19:39:11 UTC","0","Sauer Center","118","87","513.5883565658396"
"2056","2022-07-01 19:39:11 UTC","0","Tobler Museum","30","318","502.7772866787043"
"2056","2022-07-01 19:39:11 UTC","0","Lynch Station","211","295","262.37759050650646"
"2056","2022-07-01 19:39:11 UTC","0","Batty House","278","506","343.1573982883073"
"2056","2022-07-01 19:39:11 UTC","0","Harvey House","532","460","239.30942313247925"
"2056","2022-07-01 19:39:11 UTC","0","Harris Hall","624","189","410.67018396762137"
"2057","2022-07-01 21:20:40 UTC","0","Batty House","659","11","683.7726230261051"
"2057","2022-07-01 21:20:40 UTC","0","Lynch Station","630","94","618.7277268718447"
"2057","2022-07-01 21:20:40 UTC","0","Harris Hall","625","394","443.0846420267803"
"2057","2022-07-01 21:20:40 UTC","0","Golledge Hall","365","202","217.9954127957742"
"2057","2022-07-01 21:20:40 UTC","0","Sauer Center","100","314","609.1847010554352"
"2057","2022-07-01 21:20:40 UTC","0","Tobler Museum","27","39","473.3339201874296"
"2057","2022-07-01 21:20:40 UTC","0","Snow Church","183","144","536.4792633457513"
"2057","2022-07-01 21:20:40 UTC","0","Harvey House","395","480","101.1236866416568"
"2058","2022-07-02 15:21:26 UTC","0","Batty House","742","441","734.7012998491292"
"2058","2022-07-02 15:21:26 UTC","0","Lynch Station","541","430","611.127646240947"
"2058","2022-07-02 15:21:26 UTC","0","Harris Hall","459","284","250.79872407968904"
"2058","2022-07-02 15:21:26 UTC","0","Golledge Hall","195","9","464.4189918597214"
"2058","2022-07-02 15:21:26 UTC","0","Harvey House","701","121","546.0265561307435"
"2058","2022-07-02 15:21:26 UTC","0","Snow Church","20","104","703.2901250550871"
"2058","2022-07-02 15:21:26 UTC","0","Sauer Center","12","240","656.5013328242374"
"2058","2022-07-02 15:21:26 UTC","0","Tobler Museum","205","176","293.0187707297947"
"2059","2022-07-02 17:01:04 UTC","0","Batty House","138","11","283.6229891951638"
"2059","2022-07-02 17:01:04 UTC","0","Lynch Station","187","30","198.64792976520042"
"2059","2022-07-02 17:01:04 UTC","0","Harvey House","34","232","362.7795473838072"
"2059","2022-07-02 17:01:04 UTC","0","Harris Hall","220","460","234.05341270744162"
"2059","2022-07-02 17:01:04 UTC","0","Golledge Hall","375","403","219.69296757065302"
"2059","2022-07-02 17:01:04 UTC","0","Sauer Center","522","108","145.6639969244288"
"2059","2022-07-02 17:01:04 UTC","0","Tobler Museum","312","292","248.31633051412467"
"2059","2022-07-02 17:01:04 UTC","0","Snow Church","570","363","215.1278689523977"
"2060","2022-07-05 14:23:30 UTC","0","Batty House","84","500","235.01702066020664"
"2060","2022-07-05 14:23:30 UTC","0","Lynch Station","1","340","216.27991122617004"
"2060","2022-07-05 14:23:30 UTC","0","Harvey House","400","466","107.68936809174804"
"2060","2022-07-05 14:23:30 UTC","0","Golledge Hall","537","335","51.62363799656123"
"2060","2022-07-05 14:23:30 UTC","0","Harris Hall","226","336","110.54863183232979"
"2060","2022-07-05 14:23:30 UTC","0","Sauer Center","325","111","318.1760518958019"
"2060","2022-07-05 14:23:30 UTC","0","Snow Church","525","42","251.09759058979438"
"2060","2022-07-05 14:23:30 UTC","0","Tobler Museum","338","211","178.73443988218946"
"2061","2022-07-05 15:41:04 UTC","0","Batty House","453","25","492.4276596618025"
"2061","2022-07-05 15:41:04 UTC","0","Lynch Station","446","66","437.85842460777206"
"2061","2022-07-05 15:41:04 UTC","0","Golledge Hall","135","327","430.5078396498721"
"2061","2022-07-05 15:41:04 UTC","0","Snow Church","66","252","651.6970154910946"
"2061","2022-07-05 15:41:04 UTC","0","Harris Hall","554","310","349.25205797532533"
"2061","2022-07-05 15:41:04 UTC","0","Sauer Center","302","357","477.73737555271936"
"2061","2022-07-05 15:41:04 UTC","0","Tobler Museum","435","356","241.0808992848666"
"2061","2022-07-05 15:41:04 UTC","0","Harvey House","138","150","369.5416079415145"
"2062","2022-07-05 17:38:45 UTC","0","Golledge Hall","355","214","222.73302404448245"
"2062","2022-07-05 17:38:45 UTC","0","Snow Church","190","263","529.1880573104423"
"2062","2022-07-05 17:38:45 UTC","0","Sauer Center","269","466","582.457723787744"
"2062","2022-07-05 17:38:45 UTC","0","Tobler Museum","187","364","390.1281840626232"
"2062","2022-07-05 17:38:45 UTC","0","Batty House","538","511","564.1294177757441"
"2062","2022-07-05 17:38:45 UTC","0","Lynch Station","500","347","536.5379762887246"
"2062","2022-07-05 17:38:45 UTC","0","Harvey House","463","93","426.8782027698299"
"2062","2022-07-05 17:38:45 UTC","0","Harris Hall","578","248","363.6660556059639"
"2063","2022-07-05 19:04:16 UTC","0","Batty House","723","464","721.9972299115835"
"2063","2022-07-05 19:04:16 UTC","0","Lynch Station","481","366","527.7546778570513"
"2063","2022-07-05 19:04:16 UTC","0","Harris Hall","419","154","216.33307652783935"
"2063","2022-07-05 19:04:16 UTC","0","Harvey House","512","10","522.6365850186916"
"2063","2022-07-05 19:04:16 UTC","0","Golledge Hall","89","47","534.004681627418"
"2063","2022-07-05 19:04:16 UTC","0","Snow Church","286","229","430.669246638299"
"2063","2022-07-05 19:04:16 UTC","0","Sauer Center","139","457","663.7017402418047"
"2063","2022-07-05 19:04:16 UTC","0","Tobler Museum","309","482","404.2969205917849"
"2064","2022-07-05 20:24:11 UTC","0","Batty House","70","530","261.55878880282347"
"2064","2022-07-05 20:24:11 UTC","0","Lynch Station","36","306","183.5755975068582"
"2064","2022-07-05 20:24:11 UTC","0","Harris Hall","242","271","52.478567053607705"
"2064","2022-07-05 20:24:11 UTC","0","Harvey House","360","149","342.4207937611266"
"2064","2022-07-05 20:24:11 UTC","0","Golledge Hall","639","463","187.6406139405859"
"2064","2022-07-05 20:24:11 UTC","0","Snow Church","636","312","133.60014970051492"
"2064","2022-07-05 20:24:11 UTC","0","Sauer Center","453","226","280.04463929880893"
"2064","2022-07-05 20:24:11 UTC","0","Tobler Museum","416","60","98.85848471426213"
"2065","2022-07-05 21:31:51 UTC","0","Batty House","440","516","479.69260990763655"
"2065","2022-07-05 21:31:51 UTC","0","Lynch Station","175","400","320.5386092189208"
"2065","2022-07-05 21:31:51 UTC","0","Golledge Hall","452","194","148.16544806398016"
"2065","2022-07-05 21:31:51 UTC","0","Sauer Center","306","31","320.0578072786227"
"2065","2022-07-05 21:31:51 UTC","0","Harvey House","585","279","356.534710792652"
"2065","2022-07-05 21:31:51 UTC","0","Snow Church","134","132","586.5603123294313"
"2065","2022-07-05 21:31:51 UTC","0","Harris Hall","155","254","66.2117814289874"
"2065","2022-07-05 21:31:51 UTC","0","Tobler Museum","335","276","220.6354459283458"
"2066","2022-07-07 14:18:16 UTC","0","Golledge Hall","418","267","147.95945390545344"
"2066","2022-07-07 14:18:16 UTC","0","Tobler Museum","678","233","215.74522010927612"
"2066","2022-07-07 14:18:16 UTC","0","Sauer Center","597","98","97.12363255150623"
"2066","2022-07-07 14:18:16 UTC","0","Snow Church","673","352","153.16004700965587"
"2066","2022-07-07 14:18:16 UTC","0","Lynch Station","5","84","40.607881008493905"
"2066","2022-07-07 14:18:16 UTC","0","Batty House","331","480","368.3476618630828"
"2066","2022-07-07 14:18:16 UTC","0","Harvey House","25","287","334.0134727821619"
"2066","2022-07-07 14:18:16 UTC","0","Harris Hall","279","178","80.0"
"2067","2022-07-11 14:40:23 UTC","0","Sauer Center","623","21","16.1245154965971"
"2067","2022-07-11 14:40:23 UTC","0","Snow Church","695","245","45.17742799230607"
"2067","2022-07-11 14:40:23 UTC","0","Golledge Hall","474","308","91.59148432032315"
"2067","2022-07-11 14:40:23 UTC","0","Tobler Museum","412","48","109.71326264403953"
"2067","2022-07-11 14:40:23 UTC","0","Lynch Station","5","150","26.92582403567252"
"2067","2022-07-11 14:40:23 UTC","0","Batty House","27","352","80.0"
"2067","2022-07-11 14:40:23 UTC","0","Harris Hall","226","193","34.785054261852174"
"2067","2022-07-11 14:40:23 UTC","0","Harvey House","308","324","161.60754932861275"
"2068","2022-07-11 17:35:32 UTC","0","Batty House","68","524","255.31353273964936"
"2068","2022-07-11 17:35:32 UTC","0","Lynch Station","6","336","212.08488866489287"
"2068","2022-07-11 17:35:32 UTC","0","Harris Hall","247","303","83.38465086573187"
"2068","2022-07-11 17:35:32 UTC","0","Harvey House","455","470","161.69724796668618"
"2068","2022-07-11 17:35:32 UTC","0","Tobler Museum","376","139","118.2285921425101"
"2068","2022-07-11 17:35:32 UTC","0","Golledge Hall","534","227","70.68238818828917"
"2068","2022-07-11 17:35:32 UTC","0","Sauer Center","478","5","147.0"
"2068","2022-07-11 17:35:32 UTC","0","Snow Church","680","126","86.81589716175259"
"2069","2022-07-12 16:13:20 UTC","0","Tobler Museum","9","147","484.6452310711414"
"2069","2022-07-12 16:13:20 UTC","0","Sauer Center","132","3","493.0040567784407"
"2069","2022-07-12 16:13:20 UTC","0","Snow Church","316","134","406.252384608386"
"2069","2022-07-12 16:13:20 UTC","0","Golledge Hall","178","247","388.499678249545"
"2069","2022-07-12 16:13:20 UTC","0","Harvey House","621","243","406.80830866637916"
"2069","2022-07-12 16:13:20 UTC","0","Lynch Station","457","316","484.65348446080526"
"2069","2022-07-12 16:13:20 UTC","0","Harris Hall","327","426","229.22478051031044"
"2069","2022-07-12 16:13:20 UTC","0","Batty House","478","529","519.0857347298229"
"2070","2022-07-13 13:54:31 UTC","0","Lynch Station","231","17","243.74166652421167"
"2070","2022-07-13 13:54:31 UTC","0","Golledge Hall","386","196","201.76471445721128"
"2070","2022-07-13 13:54:31 UTC","0","Sauer Center","258","415","550.262664552121"
"2070","2022-07-13 13:54:31 UTC","0","Snow Church","114","325","613.8436282963276"
"2070","2022-07-13 13:54:31 UTC","0","Tobler Museum","589","415","308.3261260418909"
"2070","2022-07-13 13:54:31 UTC","0","Harvey House","31","473","263.2736219221364"
"2070","2022-07-13 13:54:31 UTC","0","Batty House","110","35","251.11352014576994"
"2070","2022-07-13 13:54:31 UTC","0","Harris Hall","215","156","70.0"
"2072","2022-07-15 15:33:38 UTC","0","Batty House","95","514","251.372233947984"
"2072","2022-07-15 15:33:38 UTC","0","Lynch Station","14","321","197.0101520226813"
"2072","2022-07-15 15:33:38 UTC","0","Harris Hall","243","308","86.64871608973787"
"2072","2022-07-15 15:33:38 UTC","0","Harvey House","463","475","169.29559947027565"
"2072","2022-07-15 15:33:38 UTC","0","Golledge Hall","506","223","89.37561188601732"
"2072","2022-07-15 15:33:38 UTC","0","Snow Church","689","96","112.29425630903836"
"2072","2022-07-15 15:33:38 UTC","0","Sauer Center","544","1","81.09870529176159"
"2072","2022-07-15 15:33:38 UTC","0","Tobler Museum","363","48","149.58609561052123"
"2073","2022-07-18 15:38:40 UTC","0","Batty House","87","106","176.5106229097841"
"2073","2022-07-18 15:38:40 UTC","0","Lynch Station","266","5","280.49420671379295"
"2073","2022-07-18 15:38:40 UTC","0","Harris Hall","528","109","334.1526597230673"
"2073","2022-07-18 15:38:40 UTC","0","Harvey House","632","246","413.96255869341616"
"2073","2022-07-18 15:38:40 UTC","0","Golledge Hall","433","308","132.09844813622905"
"2073","2022-07-18 15:38:40 UTC","0","Snow Church","207","274","513.6555265934554"
"2073","2022-07-18 15:38:40 UTC","0","Sauer Center","53","377","682.3254355511012"
"2073","2022-07-18 15:38:40 UTC","0","Tobler Museum","262","452","402.8163353192122"
"2074","2022-07-19 15:51:39 UTC","0","Golledge Hall","322","247","245.96747752497686"
"2074","2022-07-19 15:51:39 UTC","0","Tobler Museum","548","374","257.9321616239433"
"2074","2022-07-19 15:51:39 UTC","0","Sauer Center","237","458","596.4503332214679"
"2074","2022-07-19 15:51:39 UTC","0","Snow Church","150","328","579.2106697912254"
"2074","2022-07-19 15:51:39 UTC","0","Harvey House","240","3","485.015463671005"
"2074","2022-07-19 15:51:39 UTC","0","Harris Hall","362","137","171.8429515575195"
"2074","2022-07-19 15:51:39 UTC","0","Lynch Station","543","69","533.8408002391724"
"2074","2022-07-19 15:51:39 UTC","0","Batty House","578","0","614.47945449787"
"2075","2022-07-19 17:25:45 UTC","0","Batty House","63","492","222.92599668948438"
"2075","2022-07-19 17:25:45 UTC","0","Lynch Station","17","345","221.05655384991417"
"2075","2022-07-19 17:25:45 UTC","0","Harris Hall","234","326","101.78899744078434"
"2075","2022-07-19 17:25:45 UTC","0","Harvey House","471","457","179.20100446147057"
"2075","2022-07-19 17:25:45 UTC","0","Golledge Hall","386","212","194.74342094150447"
"2075","2022-07-19 17:25:45 UTC","0","Snow Church","529","175","189.39112967612817"
"2075","2022-07-19 17:25:45 UTC","0","Sauer Center","420","83","219.33763926877666"
"2075","2022-07-19 17:25:45 UTC","0","Tobler Museum","275","134","218.33002542023394"
"2076","2022-07-19 18:44:53 UTC","0","Batty House","23","511","239.0334704596827"
"2076","2022-07-19 18:44:53 UTC","0","Lynch Station","7","261","137.09121051329294"
"2076","2022-07-19 18:44:53 UTC","0","Harris Hall","648","312","441.45781225390044"
"2076","2022-07-19 18:44:53 UTC","0","Golledge Hall","475","253","96.77293009927931"
"2076","2022-07-19 18:44:53 UTC","0","Snow Church","378","200","338.03698022553687"
"2076","2022-07-19 18:44:53 UTC","0","Sauer Center","363","405","478.1673347270807"
"2076","2022-07-19 18:44:53 UTC","0","Tobler Museum","329","313","251.7478897627545"
"2076","2022-07-19 18:44:53 UTC","0","Harvey House","229","450","73.824115301167"
"2077","2022-07-19 21:48:02 UTC","0","Lynch Station","617","86","606.1922137408233"
"2077","2022-07-19 21:48:02 UTC","0","Batty House","654","15","677.626740912724"
"2077","2022-07-19 21:48:02 UTC","0","Harvey House","289","21","464.02693887316497"
"2077","2022-07-19 21:48:02 UTC","0","Harris Hall","448","247","233.94443784796422"
"2077","2022-07-19 21:48:02 UTC","0","Golledge Hall","180","331","386.07771238443695"
"2077","2022-07-19 21:48:02 UTC","0","Snow Church","64","408","682.8711445067803"
"2077","2022-07-19 21:48:02 UTC","0","Sauer Center","146","470","667.5822046759486"
"2077","2022-07-19 21:48:02 UTC","0","Tobler Museum","382","469","364.3212867785795"
"2078","2022-07-20 14:28:26 UTC","0","Golledge Hall","379","194","208.88752954640447"
"2078","2022-07-20 14:28:26 UTC","0","Snow Church","398","426","387.25314717894804"
"2078","2022-07-20 14:28:26 UTC","0","Sauer Center","650","421","416.75052489469044"
"2078","2022-07-20 14:28:26 UTC","0","Tobler Museum","650","163","162.265215003093"
"2078","2022-07-20 14:28:26 UTC","0","Batty House","46","41","231.78006816808042"
"2078","2022-07-20 14:28:26 UTC","0","Lynch Station","151","2","184.94593804677083"
"2078","2022-07-20 14:28:26 UTC","0","Harris Hall","163","250","57.271284253105414"
"2078","2022-07-20 14:28:26 UTC","0","Harvey House","27","376","288.39209420509434"
"2079","2022-07-20 19:14:40 UTC","0","Tobler Museum","417","431","318.20905078265764"
"2079","2022-07-20 19:14:40 UTC","0","Sauer Center","203","468","626.4606931005328"
"2079","2022-07-20 19:14:40 UTC","0","Golledge Hall","292","294","272.01654361453825"
"2079","2022-07-20 19:14:40 UTC","0","Snow Church","85","400","660.4437901895967"
"2079","2022-07-20 19:14:40 UTC","0","Lynch Station","564","83","553.5205506573355"
"2079","2022-07-20 19:14:40 UTC","0","Batty House","593","21","619.1582996294243"
"2079","2022-07-20 19:14:40 UTC","0","Harvey House","264","33","452.994481202586"
"2079","2022-07-20 19:14:40 UTC","0","Harris Hall","383","147","185.64751546950473"
