"X.2","participant","X.1","X","between","within","overall_pointing","Overall_rsquared","Overall_angle","Batty_rsquared","Batty_angle","Golledge_rsquared","Golledge_angle","within_route_r2","Condition","First_Building_in_model.building","Pilot","sex","first_route","Overall_angle_corrected","Batty_angle_corrected","Golledge_angle_corrected","first_connecting_route","correct_absolute_error_other","condition_all","exp","Video_Game_Play","group","condition_all_manu","mountain_group"
25,40,25,25,66.5521838320753,45.8228194968147,57.668170545535,0.819285636392248,-0.208298615043116,0.819598032670347,-29.8939888526416,0.836048339532038,13.3239785011274,0.827823186101193,"No","Batty House","No","woman","Batty",359.791701384957,330.106011147358,13.3239785011274,"C2",NA,"Control","Exp1","Yes","Control","Control","No Mountains"
26,41,26,26,79.4965014057727,42.0411024840394,63.4441875821727,0.175894503293877,198.477014494488,0.238427836902535,144.879918535763,0.877345516581736,199.146110807395,0.557886676742136,"Yes","Golledge Hall","No","woman","Golledge",198.477014494488,144.879918535763,199.146110807395,"C1",NA,"Compass","Exp1","No","Experiment","Compass","No Mountains"
29,45,29,29,37.0691948214595,9.86030442595616,25.4082417948152,0.780643076530412,156.460785947281,0.891009474608618,128.956831428544,0.871337169348148,209.248036312045,0.881173321978383,"Yes","Batty House","No","woman","Batty",156.460785947281,128.956831428544,209.248036312045,"C2",NA,"Compass","Exp1","No","Experiment","Compass","No Mountains"
34,52,34,34,72.3178272361691,58.5708810308605,66.4262788624654,0.105342047065359,-39.0387951238461,0.818357414088976,-71.0807922079633,0.691278339160609,159.656199193515,0.754817876624792,"No","Batty House","No","woman","Batty",320.961204876154,288.919207792037,159.656199193515,"C1",NA,"Control","Exp1","No","Control","Control","No Mountains"
36,54,36,36,32.0901456343851,33.5842425178101,32.7304728701387,0.716478999371516,-32.9573317208985,0.187539343637042,-76.8111554051505,0.807882065899572,-6.48715385675351,0.497710704768307,"No","Batty House","No","woman","Golledge",327.042668279102,283.18884459485,353.512846143246,"C2",NA,"Control","Exp1","No","Control","Control","No Mountains"
37,55,37,37,22.025359485448,9.61066296455382,16.7047752622077,0.957889251333584,-22.6208038691561,0.898731724684719,-21.9188731505659,0.900758621750951,-14.9893361636777,0.899745173217835,"Yes","Lynch Station","No","woman","Batty",337.379196130844,338.081126849434,345.010663836322,"C2",NA,"Compass","Exp1","No","Experiment","Compass","No Mountains"
41,59,41,41,69.6455569489273,42.0636686414151,57.8247476742792,0.322205683928319,-22.0014162813114,0.124752015609957,246.740657033982,0.0151565844434216,119.548207195047,0.0699543000266893,"Yes","Batty House","No","woman","Batty",337.998583718689,246.740657033982,119.548207195047,"C1",NA,"Compass","Exp1","No","Experiment","Compass","No Mountains"
45,63,45,45,59.0628759225155,34.1910061166262,48.4035031485629,0.352385613005516,4.96059845388632,0.411254878806068,-79.9465597077741,0.415966074665174,86.2363520101892,0.413610476735621,"Yes","Batty House","No","woman","Batty",4.96059845388632,280.053440292226,86.2363520101892,"C1",NA,"Compass","Exp1","No","Experiment","Compass","No Mountains"
46,64,46,46,64.5306090340667,34.631960960681,51.7169027169014,0.68084989543113,207.047779848156,0.272146676893785,224.812090920576,0.958837694426647,265.309751828091,0.615492185660216,"No","Sauer Center","No","woman","Golledge",207.047779848156,224.812090920576,265.309751828091,"C2",NA,"Control","Exp1","Yes","Control","Control","No Mountains"
47,65,47,47,69.7392039466771,61.5596682364349,66.2336886422876,0.246746848512542,164.383493053302,0.792536698668329,144.727652267089,0.0444411029152518,150.30848589189,0.41848890079179,"Yes","Golledge Hall","No","woman","Golledge",164.383493053302,144.727652267089,150.30848589189,"C2",NA,"Compass","Exp1","No","Experiment","Compass","No Mountains"
50,68,50,50,67.0382285332159,44.4038001012135,57.3377592052149,0.73797141016139,43.8756363419573,0.422403748195527,-9.54365766461688,0.936481905411647,89.6315794105073,0.679442826803587,"No","Tobler Museum","No","woman","Batty",43.8756363419573,350.456342335383,89.6315794105073,"C2",NA,"Control","Exp1","No","Control","Control","No Mountains"
51,69,51,51,65.4555026835195,71.1315344063347,67.8880877075832,0.12041582061357,72.0979762199066,0.414666196873074,65.8197142848654,0.666437027857422,161.640467286608,0.540551612365248,"Yes","Harris Hall","No","woman","Batty",72.0979762199066,65.8197142848654,161.640467286608,"C1",NA,"Compass","Exp1","No","Experiment","Compass","No Mountains"
53,72,53,53,36.5469188635646,21.1542920672602,29.9500788080056,0.950046298323882,-24.7891279156707,0.935806076218456,-36.9268347881722,0.858106317630343,-15.4042921494524,0.8969561969244,"No","Batty House","No","woman","Batty",335.210872084329,323.073165211828,344.595707850548,"C1",NA,"Control","Exp1","No","Control","Control","No Mountains"
54,73,54,54,66.8768072921863,43.8412347460528,57.0044190581291,0.0449267418776301,-64.4318099742621,0.0480810822945089,92.7463100985914,0.265844909176072,236.137617543046,0.15696299573529,"Yes","Golledge Hall","No","woman","Golledge",295.568190025738,92.7463100985914,236.137617543046,"C1",NA,"Compass","Exp1","No","Experiment","Compass","No Mountains"
56,2011,56,2,69.1109552778601,12.4486488479968,44.8271096650615,0.469343156435849,214.519640280629,0.272677799360105,214.158256841338,0.908200210259281,-62.4323179250837,0.590439004809693,"Compass","Golledge Hall","No","woman","Golledge",214.519640280629,214.158256841338,297.567682074916,"C2",103.1766455,"Compass","Exp2","No","Experiment","Compass","No Mountains"
57,2012,57,3,33.5418482389546,11.5695604015853,24.1251534515106,0.752081292037452,171.456506122322,0.782032689822551,148.764951466776,0.925122535498623,203.755047213815,0.853577612660587,"Mountains","Tobler Museum","No","woman","Batty",171.456506122322,148.764951466776,203.755047213815,"C2",20.756635,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
58,2013,58,4,45.0564869163559,40.5497627733401,43.1250337122063,0.463421652624154,236.282594502035,0.234647522001201,108.135858120177,0.897262949509448,268.625405047069,0.565955235755324,"Compass","Sauer Center","No","woman","Golledge",236.282594502035,108.135858120177,268.625405047069,"C1",65.781685,"Compass","Exp2","No","Experiment","Compass","No Mountains"
59,2016,59,5,68.5548592819122,43.5802742695709,57.8514657051945,0.446386410620285,-25.7144130369575,0.710336182730488,-52.1467385958733,0.241801889030627,-47.2899928609911,0.476069035880557,"Mountains","Golledge Hall","No","woman","Golledge",334.285586963042,307.853261404127,312.710007139009,"C1",114.03259625,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
61,2018,61,7,46.9061591112651,25.7433302700178,37.8363753221591,0.82704958900016,162.739681212113,0.762311746421788,174.286633098588,0.864346307991135,177.065144595075,0.813329027206461,"Mountains","Harvey House","No","woman","Golledge",162.739681212113,174.286633098588,177.065144595075,"C2",110.25636375,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
63,2021,63,9,35.2973968569926,13.8750952315246,26.1164104460777,0.550333168047852,129.373157236967,0.87312459198684,145.278731133568,0.828095466003593,21.0103902875662,0.850610028995217,"Compass","Batty House","No","woman","Batty",129.373157236967,145.278731133568,21.0103902875662,"C2",34.423988,"Compass","Exp2","No","Experiment","Compass","No Mountains"
65,2023,65,11,87.7618675810897,96.236411467678,91.3938149610561,0.381383871621692,26.5929948709703,0.210110796276101,46.0510894488586,0.172193629359004,91.4893716236047,0.191152212817553,"Compass","Golledge Hall","No","woman","Golledge",26.5929948709703,46.0510894488586,91.4893716236047,"C2",106.56594875,"Compass","Exp2","No","Experiment","Compass","No Mountains"
66,2024,66,12,53.4440794374616,28.4553419603233,42.7346205186881,0.0668504187393015,67.5301892305566,0.500873667953413,-29.8631565332597,0.897999510379657,165.34910281682,0.699436589166535,"Mountains","Golledge Hall","No","woman","Golledge",67.5301892305566,330.13684346674,165.34910281682,"C2",71.827535,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
68,2026,68,14,64.800994165809,30.3425263971896,50.0330794078293,0.383367188204422,52.043626998448,0.336407909108231,-16.6262944248234,0.197953659543763,174.692083552297,0.267180784325997,"Mountains","Batty House","No","woman","Batty",52.043626998448,343.373705575177,174.692083552297,"C2",108.2366175,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
69,2028,69,15,40.3010352670738,23.2154627525336,32.9786470465566,0.414108700413117,118.534246193067,0.485892298388067,141.511077533817,0.777339749207879,184.575053872504,0.631616023797973,"Mountains","Golledge Hall","No","woman","Golledge",118.534246193067,141.511077533817,184.575053872504,"C1",92.96082875,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
72,2031,72,18,57.5903400164612,41.471564103399,50.6822931965774,0.261397714962195,71.668918984608,0.646593654464973,18.5101778120815,0.0663996059717455,45.2732319241685,0.356496630218359,"Compass","Batty House","No","woman","Batty",71.668918984608,18.5101778120815,45.2732319241685,"C1",59.090975,"Compass","Exp2","No","Experiment","Compass","No Mountains"
73,2033,73,19,93.449599860095,61.1191777047817,79.593704650675,0.0541463223276729,164.520545069133,0.136082015928465,235.493691088271,0.150827382465843,153.995470864308,0.143454699197154,"Compass","Golledge Hall","No","woman","Golledge",164.520545069133,235.493691088271,153.995470864308,"C1",103.258308375,"Compass","Exp2","No","Experiment","Compass","No Mountains"
74,2034,74,20,71.151511355775,43.1157956356345,59.1362046185719,0.205380838863246,59.4572273276681,0.775478872634606,1.13810475023169,0.832142805765117,27.7639097632891,0.803810839199862,"Mountains","Batty House","No","woman","Batty",59.4572273276681,1.13810475023169,27.7639097632891,"C2",54.43646625,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
76,2036,76,22,33.5123589051489,29.6142607328164,31.8417454027207,0.228828910470366,111.737889724209,0.930256493447877,109.911346797435,0.421700161671899,138.547008996902,0.675978327559888,"Compass","Batty House","No","woman","Batty",111.737889724209,109.911346797435,138.547008996902,"C2",46.9399775,"Compass","Exp2","No","Experiment","Compass","No Mountains"
77,2037,77,23,28.5391474419695,18.0922800923143,24.0619185778316,0.855939655236381,-24.4454810780955,0.93613706748933,-27.9934223031759,0.812545983036249,-18.747385310547,0.87434152526279,"Mountains","Sauer Center","No","woman","Batty",335.554518921905,332.006577696824,341.252614689453,"C1",38.99287,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
79,2039,79,25,54.6420633203196,53.7600269456054,54.2640477311564,0.622626373758236,-20.6017781767581,0.911209135630125,-31.4393802195506,0.318310225466404,-68.2724517513512,0.614759680548264,"Mountains","Batty House","No","woman","Batty",339.398221823242,328.560619780449,291.727548248649,"C2",114.766659625,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
81,2041,81,27,15.5534988829135,7.77825420841104,12.2212511652696,0.83785864204274,128.709920878004,0.883606011672943,144.893677124242,0.844003368806872,93.5245332163037,0.863804690239907,"Compass","Batty House","No","woman","Golledge",128.709920878004,144.893677124242,93.5245332163037,"C1",15.6324825,"Compass","Exp2","Yes","Experiment","Compass","No Mountains"
82,2042,82,28,74.3064587676745,9.03409176185844,46.3325871937533,0.883307145614323,6.37928623647358,0.916738765875065,4.22037309968703,0.375440463041604,28.5437845868405,0.646089614458334,"Mountains","Batty House","No","woman","Batty",6.37928623647358,4.22037309968703,28.5437845868405,"C1",60.3392175,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
84,2045,84,30,65.7499267753674,52.1759184006427,59.9324946147711,0.447185127303149,-32.3380205752343,0.930081168934799,-56.9196074308583,0.225053782625149,-49.0585659230952,0.577567475779974,"Compass","Sauer Center","No","woman","Batty",327.661979424766,303.080392569142,310.941434076905,"C1",90.96925,"Compass","Exp2","Yes","Experiment","Compass","No Mountains"
85,2047,85,31,55.2284579945489,44.9007399135766,50.8022931027037,0.435074164864855,-47.2888305247775,0.468059099838436,-58.2985111778725,0.226862222331622,206.760129216906,0.347460661085029,"Compass","Sauer Center","No","woman","Batty",312.711169475223,301.701488822127,206.760129216906,"C2",95.110274425,"Compass","Exp2","No","Experiment","Compass","No Mountains"
87,2049,87,33,22.0087417767373,8.97272594152379,16.4218778473601,0.83418147268781,15.4164224056616,0.643414051353689,36.5693439390993,0.908669498317288,-25.1050125216381,0.776041774835489,"Mountains","","No","woman","Batty",15.4164224056616,36.5693439390993,334.894987478362,"C2",34.987725,"Mountains","Exp2","Yes","Experiment","Mountain Range","Mountain Range"
88,2052,88,34,31.3301883110524,12.6287330076341,23.3152788953017,0.897131874198195,188.21469789453,0.779187550948569,192.375263806102,0.952421044600048,209.788702634506,0.865804297774308,"Mountains","","No","woman","Batty",188.21469789453,192.375263806102,209.788702634506,"C1",126.13024,"Mountains","Exp2","Yes","Experiment","Mountain Range","Mountain Range"
89,2053,89,35,73.013151780684,66.3734406325249,70.1675612886158,0.018167183922457,-87.9235889926219,0.0259214859082757,52.5059267201178,0.927980500644454,169.788401475646,0.476950993276365,"Compass","Golledge Hall","No","woman","Batty",272.076411007378,52.5059267201178,169.788401475646,"C2",108.3229535,"Compass","Exp2","No","Experiment","Compass","No Mountains"
90,2054,90,36,66.1969471320924,46.5600933306884,57.7811526457764,0.503431356462271,203.479581407116,0.123409231214476,32.8241842610434,0.831548745189149,219.522576171885,0.477478988201813,"Mountains","Golledge Hall","No","woman","Golledge",203.479581407116,32.8241842610434,219.522576171885,"C1",100.15507625,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
91,2056,91,37,67.8935254728416,26.645696296411,50.2158843972285,0.466761745049757,-81.9885042196029,0.669540518297126,-24.1660451053968,0.722712031757123,-77.992209697667,0.696126275027124,"Mountains","Golledge Hall","No","woman","Golledge",278.011495780397,335.833954894603,282.007790302333,"C1",67.3014675,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
93,2058,93,39,16.655448278996,12.2349079732331,14.7609310050976,0.929090936000471,217.213027951975,0.853227219116918,238.26785623774,0.928575080466532,197.440128910855,0.890901149791725,"Mountains","Batty House","No","woman","Batty",217.213027951975,238.26785623774,197.440128910855,"C2",87.19764875,"Mountains","Exp2","Yes","Experiment","Mountain Range","Mountain Range"
94,2059,94,40,54.7593689343403,29.2061003909637,43.807968130036,0.651233070712912,40.2571003078329,0.523006817504442,87.5665647267921,0.941016602367405,7.27720639003305,0.732011709935924,"Compass","Batty House","No","woman","Batty",40.2571003078329,87.5665647267921,7.27720639003305,"C1",67.834645,"Compass","Exp2","No","Experiment","Compass","No Mountains"
95,2060,95,41,14.2322007953495,8.43345527448289,11.7470241435495,0.918762919906231,-34.3143982632925,0.978891234337702,-35.657036572096,0.890686194074248,-59.6774245262598,0.934788714205975,"Mountains","Batty House","No","woman","Batty",325.685601736707,324.342963427904,300.32257547374,"C2",12.28007325,"Mountains","Exp2","No","Experiment","Mountain Range","Mountain Range"
96,2061,96,42,47.6849992765677,28.4561315714877,39.4440559743905,0.626725590458261,136.091011273736,0.678850068646952,108.403679217997,0.430316174594175,148.417463000671,0.554583121620563,"Compass","Batty House","No","woman","Batty",136.091011273736,108.403679217997,148.417463000671,"C2",40.15663625,"Compass","Exp2","No","Experiment","Compass","No Mountains"
98,2063,98,44,47.0575147859571,13.0358111294175,32.4767846474401,0.654470716230092,195.275011689754,0.727859809906927,225.386463935082,0.390296271368831,187.960553566188,0.559078040637879,"Compass","Batty House","No","woman","Batty",195.275011689754,225.386463935082,187.960553566188,"C2",80.544031625,"Compass","Exp2","Yes","Experiment","Compass","No Mountains"
