log_19-04-2022_021613.txt

Scene Name is Silcton_VR_Testing

Participant ID is 2046

x,y,z,walking_angle,head_angle

315.71;1.43;-72.35;84.64;83.95

315.71;1.43;-72.35;84.69;84.11

315.71;1.43;-72.35;84.64;84.40

315.71;1.43;-72.35;84.76;84.80

315.71;1.43;-72.35;84.58;85.23

315.71;1.43;-72.35;84.64;85.67

315.71;1.43;-72.35;84.64;86.07

315.71;1.43;-72.35;84.61;86.36

315.71;1.43;-72.35;84.70;86.59

315.71;1.43;-72.35;84.66;85.58

315.71;1.43;-72.35;84.63;83.13

315.71;1.43;-72.35;84.73;79.84

315.71;1.43;-72.35;84.64;76.95

315.71;1.43;-72.35;84.70;74.16

315.71;1.43;-72.35;84.61;67.71

315.71;1.43;-72.35;84.59;53.69

315.71;1.43;-72.35;84.71;49.85

315.71;1.43;-72.35;84.65;49.49

315.71;1.43;-72.35;84.67;51.15

315.71;1.43;-72.35;84.65;53.62

315.71;1.43;-72.35;84.63;60.51

315.71;1.43;-72.35;84.69;68.66

315.71;1.43;-72.35;84.64;74.67

315.71;1.43;-72.35;84.66;79.26

315.71;1.43;-72.35;84.65;80.29

315.71;1.43;-72.35;84.64;79.16

315.71;1.43;-72.35;84.58;79.62

315.71;1.43;-72.35;84.67;80.92

315.71;1.43;-72.35;84.65;81.87

315.71;1.43;-72.35;84.64;82.14

315.71;1.43;-72.35;84.69;82.33

315.71;1.43;-72.35;84.63;82.48

315.71;1.43;-72.35;84.60;82.58

315.71;1.43;-72.35;84.57;82.61

315.71;1.43;-72.35;84.67;82.68

315.71;1.43;-72.35;84.69;82.85

315.71;1.43;-72.35;84.68;82.98

315.71;1.43;-72.35;84.59;82.99

315.71;1.43;-72.35;84.67;82.98

315.71;1.43;-72.35;84.64;83.12

315.71;1.43;-72.35;84.53;83.48

315.71;1.43;-72.35;84.60;83.97

315.71;1.43;-72.35;84.64;84.36

315.71;1.43;-72.35;84.69;84.63

315.71;1.43;-72.35;84.62;84.49

315.71;1.43;-72.35;84.68;84.25

315.71;1.43;-72.35;84.62;83.54

315.71;1.43;-72.35;84.58;82.55

315.71;1.43;-72.35;84.63;81.61

315.71;1.43;-72.35;84.67;81.69

315.71;1.43;-72.35;84.68;82.01

315.71;1.43;-72.35;84.59;82.13

315.71;1.43;-72.35;84.67;82.13

315.71;1.43;-72.35;84.67;82.23

315.71;1.43;-72.35;84.69;82.40

315.71;1.43;-72.35;84.62;82.51

315.71;1.43;-72.35;84.63;82.96

315.71;1.43;-72.35;84.67;85.38

315.71;1.43;-72.35;84.65;94.33

315.71;1.43;-72.35;84.72;104.46

315.71;1.43;-72.35;84.66;113.71

315.71;1.43;-72.35;84.61;120.81

315.71;1.43;-72.35;84.66;121.40

315.71;1.43;-72.35;84.68;119.62

315.71;1.43;-72.35;84.66;118.19

315.71;1.43;-72.35;84.66;116.91

315.71;1.43;-72.35;84.56;114.91

315.71;1.43;-72.35;84.61;112.32

315.71;1.43;-72.35;84.65;108.31

315.72;1.43;-72.35;84.45;104.82

315.80;1.43;-72.34;84.64;101.73

315.91;1.43;-72.33;84.85;98.35

315.94;1.43;-72.32;85.13;95.48

316.02;1.43;-72.31;84.48;93.55

316.03;1.43;-72.30;84.24;91.70

316.03;1.43;-72.30;83.79;91.13

316.06;1.43;-72.30;83.75;91.18

316.14;1.43;-72.28;83.77;91.98

316.22;1.43;-72.26;83.94;91.68

316.35;1.43;-72.24;83.75;91.55

316.56;1.43;-72.22;83.46;91.94

316.78;1.43;-72.19;83.09;91.99

317.01;1.43;-72.16;83.61;91.73

317.22;1.43;-72.14;84.34;90.86

317.22;1.43;-72.14;86.20;88.97

317.22;1.43;-72.14;87.09;87.30

317.22;1.43;-72.14;87.17;87.54

317.25;1.43;-72.13;87.10;88.37

317.35;1.43;-72.11;86.98;89.00

317.58;1.43;-72.09;87.08;89.63

317.81;1.43;-72.07;87.13;90.20

318.05;1.43;-72.05;87.09;90.40

318.10;1.43;-72.05;87.05;90.20

318.12;1.43;-72.04;87.07;89.98

318.19;1.43;-72.03;87.05;89.48

318.19;1.43;-72.03;86.98;89.26

318.19;1.43;-72.03;86.79;88.92

318.29;1.43;-72.02;86.71;88.70

318.47;1.43;-72.00;86.79;88.53

318.65;1.43;-71.98;86.59;88.50

318.82;1.43;-71.96;86.64;88.28

318.82;1.43;-71.96;86.48;88.20

318.82;1.43;-71.96;86.24;88.03

318.82;1.43;-71.96;86.22;87.88

318.85;1.43;-71.95;86.17;88.26

318.96;1.43;-71.93;85.63;88.45

319.13;1.43;-71.91;85.56;88.47

319.30;1.43;-71.89;85.42;88.95

319.44;1.43;-71.87;85.36;89.23

319.44;1.43;-71.87;85.40;89.09

319.52;1.43;-71.85;85.36;88.42

319.56;1.43;-71.84;85.39;88.28

319.56;1.43;-71.84;85.36;87.74

