log_16-04-2022_051142.txt

Scene Name is Silcton_A_Arrows_VR_mountains

Participant ID is 2039

x,y,z,walking_angle,head_angle

315.71;2.00;-72.35;136.97;126.81

315.71;2.00;-72.35;136.89;128.76

315.71;2.00;-72.35;136.85;130.65

315.71;2.00;-72.35;136.91;131.13

315.71;2.00;-72.35;136.93;130.41

315.71;2.00;-72.35;136.84;130.29

315.71;2.00;-72.35;136.91;130.74

315.71;2.00;-72.35;137.01;133.53

315.71;2.00;-72.35;136.83;138.75

315.71;2.00;-72.35;137.09;142.06

315.71;2.00;-72.35;136.97;142.97

315.71;2.00;-72.35;136.93;142.65

315.71;2.00;-72.35;136.87;142.86

315.71;2.00;-72.35;136.91;144.18

315.71;2.00;-72.35;136.89;145.88

315.71;2.00;-72.35;136.89;147.00

315.71;2.00;-72.35;136.81;146.47

315.71;2.00;-72.35;136.91;145.31

315.71;2.00;-72.35;136.85;143.09

315.71;2.00;-72.35;136.95;137.92

315.71;2.00;-72.35;136.85;131.16

315.71;2.00;-72.35;136.83;124.98

315.71;2.00;-72.35;136.86;120.65

315.71;2.00;-72.35;136.84;118.35

315.71;2.00;-72.35;136.96;116.73

315.71;2.00;-72.35;136.90;115.29

315.71;2.00;-72.35;136.94;114.30

315.71;2.00;-72.35;136.93;114.54

315.71;2.00;-72.35;136.90;115.03

315.71;2.00;-72.35;136.93;115.38

315.71;2.00;-72.35;136.81;115.40

315.71;2.00;-72.35;136.90;114.22

315.71;2.00;-72.35;136.83;112.67

315.71;2.00;-72.35;136.91;110.67

315.71;2.00;-72.35;136.92;109.05

315.71;2.00;-72.35;137.00;109.39

315.71;2.00;-72.35;136.98;110.89

315.71;2.00;-72.35;136.91;111.91

315.71;2.00;-72.35;136.95;112.15

315.71;2.00;-72.35;136.96;112.37

315.71;2.00;-72.35;136.82;112.74

315.71;2.00;-72.35;136.88;112.97

315.71;2.00;-72.35;136.93;112.91

315.71;2.00;-72.35;136.88;113.05

315.71;2.00;-72.35;136.92;113.65

315.71;2.00;-72.35;136.87;114.49

315.71;2.00;-72.35;136.94;115.64

315.71;2.00;-72.35;136.91;116.72

315.71;2.00;-72.35;136.96;118.05

315.71;2.00;-72.35;136.91;119.73

315.71;2.00;-72.35;136.96;121.86

315.71;2.00;-72.35;136.93;123.70

315.71;2.00;-72.35;136.84;124.56

315.71;2.00;-72.35;136.92;124.52

315.71;2.00;-72.35;136.84;124.35

315.71;2.00;-72.35;136.87;124.43

315.71;2.00;-72.35;136.87;124.44

315.71;2.00;-72.35;137.00;124.28

315.71;2.00;-72.35;136.96;124.07

315.71;2.00;-72.35;136.96;123.80

315.71;2.00;-72.35;136.84;123.75

315.71;2.00;-72.35;136.95;123.85

315.71;2.00;-72.35;136.87;123.95

315.71;2.00;-72.35;136.84;123.96

315.71;2.00;-72.35;136.93;123.85

315.71;2.00;-72.35;136.85;123.81

315.71;2.00;-72.35;136.90;123.85

315.71;2.00;-72.35;136.87;123.92

315.71;2.00;-72.35;136.92;123.88

315.71;2.00;-72.35;136.86;123.91

