participant,start_landmark,target_landmark,point_order,participant_response,actual_direction,correct_absolute_error,within_between
0071,Batty House,Lynch Station,2.0,-37.927890000000005,-47.32798389151449,9.400093891514487,within_a
0071,Batty House,Harris Hall,3.0,29.05841,37.52863730402907,8.47022730402907,within_a
0071,Batty House,Harvey House,5.0,79.02371,93.19423765817854,14.170527658178543,within_a
0071,Batty House,Golledge Hall,4.0,46.63993,51.76768153806614,5.127751538066143,between
0071,Batty House,Snow Church,1.0,54.470459999999996,48.19947553081968,6.270984469180313,between
0071,Batty House,Sauer Center,0.0,43.87506,30.331695097476896,13.543364902523102,between
0071,Batty House,Tobler Museum,6.0,32.01169,37.30802198129223,5.2963319812922265,between
0071,Lynch Station,Batty House,13.0,131.9716,130.6542463331721,1.3173536668278985,within_a
0071,Lynch Station,Harris Hall,9.0,4.7167129999999995,7.02170467090796,2.3049916709079605,within_a
0071,Lynch Station,Harvey House,11.0,46.234390000000005,48.195938013595914,1.961548013595909,within_a
0071,Lynch Station,Golledge Hall,10.0,12.81498,-3.323863738061074,16.138843738061073,between
0071,Lynch Station,Snow Church,8.0,-0.4921804,-8.968174613078338,8.475994213078337,between
0071,Lynch Station,Sauer Center,7.0,-10.6994,-29.209033423777672,18.50963342377767,between
0071,Lynch Station,Tobler Museum,12.0,-20.570510000000002,-17.950764420634226,2.6197455793657767,between
0071,Harris Hall,Batty House,15.0,84.28586999999999,83.35216568459656,0.9337043154034319,within_a
0071,Harris Hall,Lynch Station,17.0,118.3241,114.56279427841682,3.7613057215831844,within_a
0071,Harris Hall,Harvey House,14.0,-1.8112130000000002,-2.146796903629346,0.335583903629346,within_a
0071,Harris Hall,Golledge Hall,16.0,-48.059,-77.71082192465416,29.651821924654158,between
0071,Harris Hall,Snow Church,20.0,-57.389959999999995,-84.72811220292517,27.33815220292518,between
0071,Harris Hall,Sauer Center,19.0,-69.65858,-110.65743363432559,40.998853634325584,between
0071,Harris Hall,Tobler Museum,18.0,-84.79005,-99.95984558186653,15.169795581866538,between
0071,Harvey House,Batty House,22.0,-59.16418,-46.54689912218602,12.617280877813982,within_a
0071,Harvey House,Lynch Station,25.0,-13.331439999999999,-32.282464292919606,18.951024292919605,within_a
0071,Harvey House,Harris Hall,27.0,2.9969580000000002,-4.196894849005793,7.193852849005793,within_a
0071,Harvey House,Golledge Hall,26.0,116.4978,64.95302540271734,51.544774597282654,between
0071,Harvey House,Snow Church,24.0,110.0276,66.19140237525872,43.83619762474129,between
0071,Harvey House,Sauer Center,23.0,98.44019,46.29205396301872,52.14813603698128,between
0071,Harvey House,Tobler Museum,21.0,69.9355,42.14615862727205,27.789341372727954,between
0071,Golledge Hall,Batty House,28.0,158.8707,173.56946174631767,14.698761746317672,between
0071,Golledge Hall,Lynch Station,30.0,172.8117,-173.9683139144782,13.219986085521782,between
0071,Golledge Hall,Harris Hall,33.0,165.5685,176.2022806137976,10.633780613797597,between
0071,Golledge Hall,Harvey House,31.0,134.7512,139.93093678256204,5.179736782562031,between
0071,Golledge Hall,Snow Church,34.0,-7.504410000000001,1.2041344013640871,8.708544401364088,within_b
0071,Golledge Hall,Sauer Center,29.0,-77.80898,-76.21088344473237,1.598096555267631,within_b
0071,Golledge Hall,Tobler Museum,32.0,-123.8469,-147.02844706156867,23.181547061568665,within_b
0071,Snow Church,Batty House,36.0,-107.9766,-90.6470094165935,17.3295905834065,between
0071,Snow Church,Lynch Station,41.0,-92.18066,-79.44851915391442,12.732140846085585,between
0071,Snow Church,Harris Hall,39.0,-97.03522,-88.09346154480704,8.941758455192954,between
0071,Snow Church,Harvey House,35.0,-135.0808,-119.69295786010946,15.387842139890552,between
0071,Snow Church,Golledge Hall,40.0,-129.2806,-125.84311454991945,3.437485450080544,within_b
0071,Snow Church,Sauer Center,38.0,-4.608745,-0.27926235158265256,4.329482648417347,within_b
0071,Snow Church,Tobler Museum,37.0,-54.19126,-63.692776166334035,9.501516166334035,within_b
0071,Sauer Center,Batty House,48.0,-20.68037,6.74450862234883,27.424878622348828,between
0071,Sauer Center,Lynch Station,46.0,-8.761588,17.762054920259878,26.523642920259878,between
0071,Sauer Center,Harris Hall,45.0,-18.30986,4.240040563502457,22.549900563502458,between
0071,Sauer Center,Harvey House,42.0,-33.41823,-23.09134403283715,10.326885967162852,between
0071,Sauer Center,Golledge Hall,47.0,-49.55557,-51.85616181338526,2.3005918133852603,within_b
0071,Sauer Center,Snow Church,44.0,-86.0675,-89.63525725921562,3.5677572592156253,within_b
0071,Sauer Center,Tobler Museum,43.0,4.57543,2.713388186025373,1.8620418139746269,within_b
0071,Tobler Museum,Batty House,55.0,169.6181,-171.00866513563608,19.373234864363894,between
0071,Tobler Museum,Lynch Station,50.0,157.9944,-156.23556254554433,45.77003745445563,between
0071,Tobler Museum,Harris Hall,51.0,152.4598,-173.2852643263075,34.2549356736925,between
0071,Tobler Museum,Harvey House,53.0,108.5413,147.24819099679667,38.70689099679666,between
0071,Tobler Museum,Golledge Hall,49.0,88.02238,67.30353066020724,20.718849339792754,within_b
0071,Tobler Museum,Snow Church,54.0,38.52236,38.782798085606366,0.26043808560636705,within_b
0071,Tobler Museum,Sauer Center,52.0,-10.25501,-20.69981415519988,10.444804155199881,within_b
