log_01-12-2021_092915.txt

Scene Name is Silcton_C1_Arrows_VR

Participant ID is 0062

x,y,z,walking_angle,head_angle

85.44;2.03;164.22;137.00;156.33

85.44;2.03;164.22;137.21;165.56

85.44;2.03;164.22;137.11;176.52

85.44;2.03;164.22;137.20;187.56

85.44;2.03;164.22;137.28;195.08

85.44;2.03;164.22;137.26;201.11

85.44;2.03;164.22;137.42;205.96

85.44;2.03;164.22;137.39;210.46

85.44;2.03;164.22;137.28;213.13

85.44;2.03;164.22;137.36;212.70

85.44;2.03;164.22;137.40;211.84

85.44;2.03;164.22;137.43;212.18

85.44;2.03;164.22;137.40;212.51

85.44;2.03;164.22;137.42;213.31

85.44;2.03;164.22;137.45;213.72

85.44;2.03;164.22;137.35;214.20

85.44;2.03;164.22;137.37;214.55

85.44;2.03;164.22;137.41;214.83

85.44;2.03;164.22;137.43;215.01

85.44;2.03;164.22;137.34;215.32

85.44;2.03;164.22;137.49;215.27

85.44;2.03;164.22;137.51;215.06

85.44;2.03;164.22;137.50;214.11

85.44;2.03;164.22;137.53;213.06

85.44;2.03;164.22;137.40;212.16

85.44;2.03;164.22;137.47;209.40

85.44;2.03;164.22;137.39;203.97

85.44;2.03;164.22;137.56;199.88

85.44;2.03;164.22;137.44;195.85

85.44;2.03;164.22;137.45;194.42

85.44;2.03;164.22;137.43;194.22

85.44;2.03;164.22;137.46;194.39

85.44;2.03;164.22;137.52;194.25

85.44;2.03;164.22;137.39;194.06

85.44;2.03;164.22;137.42;193.69

85.44;2.03;164.22;137.38;192.62

85.44;2.03;164.22;137.42;189.78

85.44;2.03;164.22;137.45;187.81

85.44;2.03;164.22;137.51;187.83

85.44;2.03;164.22;137.48;189.10

85.44;2.03;164.22;137.47;190.17

85.44;2.03;164.22;137.49;190.90

85.44;2.03;164.22;137.48;191.02

85.44;2.03;164.22;137.55;190.94

85.44;2.03;164.22;137.44;194.84

85.44;2.03;164.22;137.47;203.90

85.44;2.03;164.22;137.72;217.88

85.44;2.03;164.22;137.76;231.12

85.44;2.03;164.22;138.03;238.28

85.49;2.03;164.07;138.42;243.00

85.49;2.03;164.07;139.56;246.46

85.49;2.03;164.07;141.91;251.04

85.49;2.03;164.07;145.05;256.76

85.49;2.03;164.07;150.02;263.74

85.49;2.03;164.07;156.12;269.90

85.49;2.03;164.07;162.42;277.65

85.49;2.03;164.07;167.16;285.73

85.49;2.03;164.07;172.10;291.76

85.46;2.03;164.01;177.54;298.14

85.37;2.03;163.85;182.25;301.62

85.25;2.03;163.68;186.41;306.97

85.14;2.03;163.55;191.20;309.90

85.11;2.03;163.52;196.18;312.58

85.11;2.03;163.52;198.16;313.62

85.11;2.03;163.52;200.33;314.10

85.11;2.03;163.52;200.86;313.66

85.11;2.03;163.52;201.05;313.18

85.11;2.03;163.52;201.27;310.98

85.11;2.03;163.52;201.09;300.87

85.11;2.03;163.52;200.60;283.56

85.11;2.03;163.52;199.80;257.94

85.11;2.03;163.52;194.42;228.92

85.11;2.03;163.52;188.28;200.00

85.11;2.03;163.52;180.98;175.58

85.11;2.03;163.52;172.78;158.01

85.11;2.03;163.52;163.74;141.74

85.11;2.03;163.52;153.98;130.43

85.11;2.03;163.52;147.38;123.05

85.11;2.03;163.52;138.08;117.86

85.11;2.03;163.52;132.45;113.51

85.11;2.03;163.52;126.08;108.82

85.11;2.03;163.52;121.49;105.25

85.11;2.03;163.52;118.18;102.68

85.11;2.03;163.52;115.90;100.59

85.11;2.03;163.52;115.47;100.69

85.11;2.03;163.52;115.35;102.84

85.11;2.03;163.52;115.42;112.96

85.11;2.03;163.52;115.27;125.04

85.11;2.03;163.52;115.26;141.63

85.11;2.03;163.52;115.29;153.81

85.11;2.03;163.52;115.26;173.53

85.11;2.03;163.52;115.27;184.92

85.11;2.03;163.52;115.31;191.81

85.11;2.03;163.52;115.28;198.44

85.11;2.03;163.52;115.44;200.62

85.11;2.03;163.52;115.35;204.10

85.11;2.03;163.52;115.39;208.11

85.11;2.03;163.52;115.44;209.76

85.11;2.03;163.52;115.40;210.40

85.11;2.03;163.52;115.25;210.05

85.11;2.03;163.52;115.40;209.88

85.11;2.03;163.52;115.38;210.05

85.11;2.03;163.52;115.30;210.24

85.11;2.03;163.52;115.27;210.04

85.11;2.03;163.52;115.37;209.95

85.11;2.03;163.52;115.36;209.94

85.11;2.03;163.52;115.37;209.91

85.11;2.03;163.52;115.26;209.58

85.11;2.03;163.52;115.44;209.46

85.11;2.03;163.52;115.36;209.38

85.11;2.03;163.52;115.28;209.19

85.11;2.03;163.52;115.28;209.05

85.11;2.03;163.52;115.28;207.87

85.11;2.03;163.52;115.30;207.78

85.11;2.03;163.52;115.29;206.70

85.11;2.03;163.52;115.29;206.15

85.11;2.03;163.52;115.30;205.94

85.11;2.03;163.52;115.37;205.95

85.11;2.03;163.52;115.20;206.05

85.11;2.03;163.52;115.40;206.07

85.11;2.03;163.52;115.32;207.97

85.11;2.03;163.52;115.36;210.39

85.11;2.03;163.52;115.29;211.33

85.11;2.03;163.52;115.39;211.57

85.11;2.03;163.52;115.31;212.46

85.11;2.03;163.52;115.34;214.11

85.11;2.03;163.52;115.24;215.47

85.11;2.03;163.52;115.29;216.17

85.11;2.03;163.52;115.30;215.93

85.11;2.03;163.52;115.27;215.77

85.11;2.03;163.52;115.35;215.46

85.11;2.03;163.52;115.30;215.13

85.11;2.03;163.52;115.29;214.70

85.11;2.03;163.52;115.33;212.71

85.11;2.03;163.52;115.45;210.23

85.11;2.03;163.52;115.33;208.01

85.11;2.03;163.52;115.37;204.96

85.11;2.03;163.52;115.38;203.14

85.11;2.03;163.52;115.23;201.06

85.11;2.03;163.52;115.29;199.84

85.11;2.03;163.52;115.18;198.18

85.11;2.03;163.52;115.39;196.66

85.11;2.03;163.52;115.36;191.48

85.11;2.03;163.52;115.39;186.89

85.11;2.03;163.52;115.41;179.88

85.11;2.03;163.52;115.36;170.39

85.11;2.03;163.52;115.28;161.96

85.11;2.03;163.52;115.37;154.07

85.11;2.03;163.52;115.34;147.87

85.11;2.03;163.52;115.44;145.24

85.11;2.03;163.52;115.20;145.55

85.11;2.03;163.52;115.38;146.82

85.11;2.03;163.52;115.26;148.01

85.11;2.03;163.52;115.37;147.83

85.11;2.03;163.52;115.36;146.37

85.11;2.03;163.52;115.26;144.53

85.11;2.03;163.52;115.33;142.17

85.11;2.03;163.52;115.36;139.40

85.11;2.03;163.52;115.47;137.72

85.11;2.03;163.52;115.29;137.38

85.11;2.03;163.52;115.46;137.92

85.11;2.03;163.52;115.30;138.69

85.11;2.03;163.52;115.30;139.28

85.11;2.03;163.52;115.54;139.59

85.11;2.03;163.52;115.33;139.84

85.11;2.03;163.52;115.44;140.29

85.11;2.03;163.52;115.40;140.51

85.11;2.03;163.52;115.25;140.59

