participant,start_landmark,target_landmark,point_order,participant_response,actual_direction,correct_absolute_error,within_between
2069,Batty House,Lynch Station,7.0,-45.32597,-47.32798389151449,2.002013891514494,within_a
2069,Batty House,Harris Hall,1.0,27.648429999999998,37.52863730402907,9.88020730402907,within_a
2069,Batty House,Harvey House,2.0,56.70528,93.19423765817854,36.488957658178535,within_a
2069,Batty House,Golledge Hall,6.0,37.97065,51.76768153806614,13.797031538066143,between
2069,Batty House,Snow Church,4.0,53.61574,48.19947553081968,5.4162644691803195,between
2069,Batty House,Sauer Center,5.0,49.08038,30.331695097476896,18.748684902523102,between
2069,Batty House,Tobler Museum,3.0,43.2237,37.30802198129223,5.915678018707773,between
2069,Lynch Station,Batty House,9.0,132.9761,130.6542463331721,2.3218536668279057,within_a
2069,Lynch Station,Harris Hall,15.0,5.473535,7.02170467090796,1.54816967090796,within_a
2069,Lynch Station,Harvey House,10.0,25.93986,48.195938013595914,22.256078013595914,within_a
2069,Lynch Station,Golledge Hall,12.0,4.218583,-3.323863738061074,7.542446738061074,between
2069,Lynch Station,Snow Church,11.0,9.401552,-8.968174613078338,18.36972661307834,between
2069,Lynch Station,Sauer Center,13.0,-0.2631872,-29.209033423777672,28.94584622377767,between
2069,Lynch Station,Tobler Museum,8.0,-5.1345019999999995,-17.950764420634226,12.816262420634226,between
2069,Harris Hall,Batty House,23.0,88.42529,83.35216568459656,5.073124315403447,within_a
2069,Harris Hall,Lynch Station,18.0,119.1122,114.56279427841682,4.5494057215831845,within_a
2069,Harris Hall,Harvey House,21.0,-4.9535730000000004,-2.146796903629346,2.8067760963706543,within_a
2069,Harris Hall,Golledge Hall,17.0,-61.99527,-77.71082192465416,15.715551924654157,between
2069,Harris Hall,Snow Church,19.0,-68.47005,-84.72811220292517,16.258062202925174,between
2069,Harris Hall,Sauer Center,22.0,-85.30155,-110.65743363432559,25.35588363432558,between
2069,Harris Hall,Tobler Museum,16.0,-86.8667,-99.95984558186653,13.093145581866537,between
2069,Harvey House,Batty House,28.0,-44.18586,-46.54689912218602,2.361039122186021,within_a
2069,Harvey House,Lynch Station,31.0,-14.637,-32.282464292919606,17.645464292919605,within_a
2069,Harvey House,Harris Hall,24.0,15.17795,-4.196894849005793,19.374844849005793,within_a
2069,Harvey House,Golledge Hall,25.0,71.06306,64.95302540271734,6.110034597282649,between
2069,Harvey House,Snow Church,29.0,44.20499,66.19140237525872,21.986412375258716,between
2069,Harvey House,Sauer Center,30.0,39.12027,46.29205396301872,7.171783963018726,between
2069,Harvey House,Tobler Museum,26.0,45.93714,42.14615862727205,3.7909813727279484,between
2069,Golledge Hall,Batty House,39.0,100.5829,173.56946174631767,72.98656174631768,between
2069,Golledge Hall,Lynch Station,35.0,88.69346999999999,-173.9683139144782,97.33821608552182,between
2069,Golledge Hall,Harris Hall,37.0,73.11742,176.2022806137976,103.0848606137976,between
2069,Golledge Hall,Harvey House,34.0,34.59629,139.93093678256204,105.33464678256203,between
2069,Golledge Hall,Snow Church,33.0,-0.07912937,1.2041344013640871,1.283263771364087,within_b
