participant,start_landmark,target_landmark,point_order,participant_response,actual_direction,correct_absolute_error,within_between
2062,Batty House,Lynch Station,6.0,-26.440540000000002,-47.32798389151449,20.88744389151449,within_a
2062,Batty House,Harris Hall,1.0,-16.31502,37.52863730402907,53.843657304029065,within_a
2062,Batty House,Harvey House,7.0,-14.85604,93.19423765817854,108.05027765817854,within_a
2062,Batty House,Golledge Hall,3.0,51.97716,51.76768153806614,0.20947846193385544,between
2062,Batty House,Snow Church,5.0,62.65602,48.19947553081968,14.456544469180315,between
2062,Batty House,Sauer Center,0.0,43.16621,30.331695097476896,12.834514902523104,between
2062,Batty House,Tobler Museum,4.0,-10.340110000000001,37.30802198129223,47.64813198129223,between
2062,Lynch Station,Batty House,12.0,133.1884,130.6542463331721,2.5341536668279048,within_a
2062,Lynch Station,Harris Hall,8.0,-0.8888944999999999,7.02170467090796,7.91059917090796,within_a
2062,Lynch Station,Harvey House,14.0,-23.427970000000002,48.195938013595914,71.62390801359592,within_a
2062,Lynch Station,Golledge Hall,13.0,27.698190000000004,-3.323863738061074,31.02205373806108,between
2062,Lynch Station,Snow Church,9.0,39.01648,-8.968174613078338,47.98465461307834,between
2062,Lynch Station,Sauer Center,11.0,27.92732,-29.209033423777672,57.13635342377768,between
2062,Lynch Station,Tobler Museum,10.0,55.90609,-17.950764420634226,73.85685442063422,between
2062,Harris Hall,Batty House,21.0,81.51344,83.35216568459656,1.8387256845965538,within_a
2062,Harris Hall,Lynch Station,18.0,120.9255,114.56279427841682,6.362705721583183,within_a
2062,Harris Hall,Harvey House,23.0,-30.39293,-2.146796903629346,28.246133096370652,within_a
2062,Harris Hall,Golledge Hall,22.0,-27.625420000000002,-77.71082192465416,50.08540192465415,between
2062,Harris Hall,Snow Church,20.0,-83.56981,-84.72811220292517,1.1583022029251708,between
2062,Harris Hall,Sauer Center,16.0,-51.7579,-110.65743363432559,58.899533634325586,between
2062,Harris Hall,Tobler Museum,17.0,-92.44185999999999,-99.95984558186653,7.51798558186654,between
2062,Harvey House,Batty House,27.0,146.8161,-46.54689912218602,166.637000877814,within_a
2062,Harvey House,Lynch Station,26.0,104.7016,-32.282464292919606,136.9840642929196,within_a
2062,Harvey House,Harris Hall,30.0,83.61069,-4.196894849005793,87.80758484900579,within_a
2062,Harvey House,Golledge Hall,25.0,77.3412,64.95302540271734,12.388174597282656,between
2062,Harvey House,Snow Church,29.0,9.44013,66.19140237525872,56.75127237525872,between
2062,Harvey House,Sauer Center,24.0,31.263370000000002,46.29205396301872,15.028683963018722,between
2062,Harvey House,Tobler Museum,28.0,26.64537,42.14615862727205,15.500788627272051,between
2062,Golledge Hall,Batty House,37.0,-163.4236,173.56946174631767,23.006938253682335,between
2062,Golledge Hall,Lynch Station,35.0,-175.6032,-173.9683139144782,1.6348860855217993,between
2062,Golledge Hall,Harris Hall,39.0,-144.8204,176.2022806137976,38.977319386202396,between
2062,Golledge Hall,Harvey House,32.0,-127.65899999999999,139.93093678256204,92.41006321743794,between
2062,Golledge Hall,Snow Church,36.0,-178.3647,1.2041344013640871,179.5688344013641,within_b
2062,Golledge Hall,Sauer Center,38.0,-7.884038,-76.21088344473237,68.32684544473237,within_b
2062,Golledge Hall,Tobler Museum,34.0,-86.85169,-147.02844706156867,60.176757061568665,within_b
2062,Snow Church,Batty House,47.0,-57.603930000000005,-90.6470094165935,33.0430794165935,between
2062,Snow Church,Lynch Station,44.0,-66.07165,-79.44851915391442,13.376869153914413,between
2062,Snow Church,Harris Hall,45.0,-35.29658,-88.09346154480704,52.79688154480704,between
2062,Snow Church,Harvey House,46.0,-101.818,-119.69295786010946,17.87495786010946,between
2062,Snow Church,Golledge Hall,40.0,-126.3228,-125.84311454991945,0.4796854500805523,within_b
2062,Snow Church,Sauer Center,41.0,0.8282709999999999,-0.27926235158265256,1.1075333515826524,within_b
2062,Snow Church,Tobler Museum,43.0,32.29459,-63.692776166334035,95.98736616633403,within_b
2062,Sauer Center,Batty House,50.0,6.292952,6.74450862234883,0.4515566223488303,between
2062,Sauer Center,Lynch Station,48.0,-10.24208,17.762054920259878,28.00413492025988,between
2062,Sauer Center,Harris Hall,55.0,-152.7372,4.240040563502457,156.97724056350245,between
2062,Sauer Center,Harvey House,54.0,-73.28429,-23.09134403283715,50.19294596716285,between
2062,Sauer Center,Golledge Hall,53.0,-46.84986,-51.85616181338526,5.006301813385264,within_b
2062,Sauer Center,Snow Church,52.0,-87.89860999999999,-89.63525725921562,1.73664725921563,within_b
2062,Sauer Center,Tobler Museum,51.0,5.007699,2.713388186025373,2.2943108139746267,within_b
2062,Tobler Museum,Batty House,57.0,-29.903190000000002,-171.00866513563608,141.10547513563608,between
2062,Tobler Museum,Lynch Station,56.0,-4.205611,-156.23556254554433,152.02995154554432,between
2062,Tobler Museum,Harris Hall,60.0,21.05209,-173.2852643263075,165.6626456736925,between
2062,Tobler Museum,Harvey House,62.0,8.177958,147.24819099679667,139.07023299679668,between
2062,Tobler Museum,Golledge Hall,58.0,68.22175,67.30353066020724,0.9182193397927563,within_b
2062,Tobler Museum,Snow Church,61.0,38.06653,38.782798085606366,0.7162680856063659,within_b
2062,Tobler Museum,Sauer Center,59.0,24.20895,-20.69981415519988,44.90876415519988,within_b
2062,Batty House,Mountain Range,2.0,22.261039999999998,,,other
2062,Lynch Station,Mountain Range,15.0,34.2259,,,other
2062,Harris Hall,Mountain Range,19.0,-51.96917,,,other
2062,Harvey House,Mountain Range,31.0,46.46932,,,other
2062,Golledge Hall,Mountain Range,33.0,44.03112,,,other
2062,Snow Church,Mountain Range,42.0,159.3472,,,other
2062,Sauer Center,Mountain Range,49.0,-89.83567,,,other
2062,Tobler Museum,Mountain Range,63.0,62.15931,,,other
