participant,start_landmark,target_landmark,point_order,participant_response,actual_direction,correct_absolute_error,within_between
2074,Batty House,Lynch Station,2.0,-43.230270000000004,-47.32798389151449,4.097713891514488,within_a
2074,Batty House,Harris Hall,7.0,45.328509999999994,37.52863730402907,7.799872695970926,within_a
2074,Batty House,Harvey House,3.0,83.94187,93.19423765817854,9.252367658178542,within_a
2074,Batty House,Golledge Hall,1.0,35.71459,51.76768153806614,16.05309153806614,between
2074,Batty House,Snow Church,6.0,54.328140000000005,48.19947553081968,6.128664469180322,between
2074,Batty House,Sauer Center,0.0,21.94679,30.331695097476896,8.384905097476896,between
2074,Batty House,Tobler Museum,5.0,14.418679999999998,37.30802198129223,22.88934198129223,between
2074,Lynch Station,Batty House,11.0,133.6936,130.6542463331721,3.039353666827907,within_a
2074,Lynch Station,Harris Hall,8.0,3.346733,7.02170467090796,3.67497167090796,within_a
2074,Lynch Station,Harvey House,10.0,40.37988,48.195938013595914,7.816058013595914,within_a
2074,Lynch Station,Golledge Hall,14.0,-24.01093,-3.323863738061074,20.687066261938924,between
2074,Lynch Station,Snow Church,12.0,-8.806225999999999,-8.968174613078338,0.16194861307833897,between
2074,Lynch Station,Sauer Center,13.0,-20.84071,-29.209033423777672,8.368323423777671,between
2074,Lynch Station,Tobler Museum,9.0,-39.79403,-17.950764420634226,21.843265579365774,between
2074,Harris Hall,Batty House,16.0,89.91872,83.35216568459656,6.566554315403437,within_a
2074,Harris Hall,Lynch Station,22.0,116.7158,114.56279427841682,2.1530057215831846,within_a
2074,Harris Hall,Harvey House,23.0,-7.433053,-2.146796903629346,5.2862560963706535,within_a
2074,Harris Hall,Golledge Hall,21.0,-85.08402,-77.71082192465416,7.37319807534584,between
2074,Harris Hall,Snow Church,17.0,-81.06669000000001,-84.72811220292517,3.6614222029251664,between
2074,Harris Hall,Sauer Center,18.0,-99.6042,-110.65743363432559,11.05323363432558,between
2074,Harris Hall,Tobler Museum,20.0,-106.4378,-99.95984558186653,6.477954418133464,between
2074,Harvey House,Batty House,31.0,-69.70638000000001,-46.54689912218602,23.15948087781399,within_a
2074,Harvey House,Lynch Station,28.0,-25.1148,-32.282464292919606,7.167664292919607,within_a
2074,Harvey House,Harris Hall,29.0,-3.5744550000000004,-4.196894849005793,0.6224398490057927,within_a
2074,Harvey House,Golledge Hall,25.0,67.60619,64.95302540271734,2.653164597282654,between
2074,Harvey House,Snow Church,30.0,76.22519,66.19140237525872,10.03378762474128,between
2074,Harvey House,Sauer Center,24.0,67.89217,46.29205396301872,21.60011603698127,between
2074,Harvey House,Tobler Museum,27.0,49.21563,42.14615862727205,7.069471372727946,between
2074,Golledge Hall,Batty House,33.0,120.9154,173.56946174631767,52.654061746317666,between
2074,Golledge Hall,Lynch Station,34.0,139.0893,-173.9683139144782,46.942386085521775,between
2074,Golledge Hall,Harris Hall,32.0,98.88243,176.2022806137976,77.3198506137976,between
2074,Golledge Hall,Harvey House,35.0,71.10178,139.93093678256204,68.82915678256204,between
2074,Golledge Hall,Snow Church,38.0,-0.3499859,1.2041344013640871,1.5541203013640872,within_b
2074,Golledge Hall,Sauer Center,39.0,-68.55761,-76.21088344473237,7.653273444732378,within_b
2074,Golledge Hall,Tobler Museum,36.0,-127.8957,-147.02844706156867,19.132747061568665,within_b
2074,Snow Church,Batty House,44.0,-125.5373,-90.6470094165935,34.8902905834065,between
2074,Snow Church,Lynch Station,41.0,-132.3073,-79.44851915391442,52.85878084608558,between
2074,Snow Church,Harris Hall,47.0,-131.84,-88.09346154480704,43.74653845519296,between
2074,Snow Church,Harvey House,43.0,-151.6924,-119.69295786010946,31.999442139890533,between
2074,Snow Church,Golledge Hall,40.0,-139.5685,-125.84311454991945,13.725385450080552,within_b
2074,Snow Church,Sauer Center,42.0,-1.6214819999999999,-0.27926235158265256,1.3422196484173474,within_b
2074,Snow Church,Tobler Museum,45.0,-55.86597,-63.692776166334035,7.826806166334038,within_b
2074,Sauer Center,Batty House,50.0,-33.20753,6.74450862234883,39.95203862234883,between
