participant,start_landmark,target_landmark,point_order,participant_response,actual_direction,correct_absolute_error,within_between
2003,Batty House,Lynch Station,3.0,-29.45288,-47.32798389151449,17.87510389151449,within_a
2003,Batty House,Harris Hall,4.0,12.509780000000001,37.52863730402907,25.01885730402907,within_a
2003,Batty House,Harvey House,7.0,70.12489000000001,93.19423765817854,23.06934765817853,within_a
2003,Batty House,Golledge Hall,0.0,0.8303944,51.76768153806614,50.93728713806614,between
2003,Batty House,Snow Church,1.0,22.85418,48.19947553081968,25.345295530819683,between
2003,Batty House,Sauer Center,2.0,47.46821,30.331695097476896,17.136514902523103,between
2003,Batty House,Tobler Museum,6.0,54.859069999999996,37.30802198129223,17.551048018707768,between
2003,Lynch Station,Batty House,11.0,136.5263,130.6542463331721,5.872053666827895,within_a
2003,Lynch Station,Harris Hall,10.0,4.043508999999999,7.02170467090796,2.9781956709079607,within_a
2003,Lynch Station,Harvey House,9.0,-0.6682253,48.195938013595914,48.86416331359592,within_a
2003,Lynch Station,Golledge Hall,12.0,-2.8922529999999997,-3.323863738061074,0.4316107380610741,between
2003,Lynch Station,Snow Church,8.0,-7.015596,-8.968174613078338,1.9525786130783374,between
2003,Lynch Station,Sauer Center,15.0,21.38148,-29.209033423777672,50.59051342377767,between
2003,Lynch Station,Tobler Museum,13.0,6.6781429999999995,-17.950764420634226,24.628907420634224,between
2003,Harris Hall,Batty House,19.0,100.1695,83.35216568459656,16.817334315403443,within_a
2003,Harris Hall,Lynch Station,23.0,122.7952,114.56279427841682,8.232405721583177,within_a
2003,Harris Hall,Harvey House,18.0,-59.830830000000006,-2.146796903629346,57.68403309637066,within_a
2003,Harris Hall,Golledge Hall,16.0,-65.73736,-77.71082192465416,11.97346192465416,between
2003,Harris Hall,Snow Church,17.0,-26.2256,-84.72811220292517,58.502512202925175,between
2003,Harris Hall,Sauer Center,22.0,-105.3878,-110.65743363432559,5.2696336343255865,between
2003,Harris Hall,Tobler Museum,20.0,-28.51343,-99.95984558186653,71.44641558186653,between
2003,Harvey House,Batty House,29.0,100.0618,-46.54689912218602,146.608699122186,within_a
2003,Harvey House,Lynch Station,31.0,96.7927,-32.282464292919606,129.0751642929196,within_a
2003,Harvey House,Harris Hall,27.0,85.82368000000001,-4.196894849005793,90.0205748490058,within_a
2003,Harvey House,Golledge Hall,24.0,29.14439,64.95302540271734,35.80863540271734,between
2003,Harvey House,Snow Church,26.0,32.120740000000005,66.19140237525872,34.07066237525871,between
2003,Harvey House,Sauer Center,25.0,93.9086,46.29205396301872,47.61654603698128,between
2003,Harvey House,Tobler Museum,30.0,30.199820000000003,42.14615862727205,11.946338627272048,between
2003,Golledge Hall,Batty House,37.0,161.6406,173.56946174631767,11.928861746317665,between
2003,Golledge Hall,Lynch Station,39.0,161.9613,-173.9683139144782,24.070386085521818,between
2003,Golledge Hall,Harris Hall,33.0,36.132,176.2022806137976,140.0702806137976,between
2003,Golledge Hall,Harvey House,35.0,-174.3298,139.93093678256204,45.73926321743795,between
2003,Golledge Hall,Snow Church,34.0,-1.3436290000000002,1.2041344013640871,2.5477634013640875,within_b
2003,Golledge Hall,Sauer Center,36.0,-73.77709,-76.21088344473237,2.4337934447323732,within_b
2003,Golledge Hall,Tobler Museum,32.0,34.152609999999996,-147.02844706156867,178.81894293843135,within_b
2003,Snow Church,Batty House,44.0,-85.84926999999999,-90.6470094165935,4.797739416593515,between
2003,Snow Church,Lynch Station,45.0,-82.28255,-79.44851915391442,2.8340308460855823,between
2003,Snow Church,Harris Hall,42.0,-82.48244,-88.09346154480704,5.611021544807045,between
2003,Snow Church,Harvey House,41.0,-79.34779,-119.69295786010946,40.345167860109456,between
2003,Snow Church,Golledge Hall,46.0,-126.0013,-125.84311454991945,0.15818545008055196,within_b
2003,Snow Church,Sauer Center,43.0,0.9439828000000001,-0.27926235158265256,1.2232451515826526,within_b
2003,Snow Church,Tobler Museum,47.0,-48.10544,-63.692776166334035,15.587336166334033,within_b
2003,Sauer Center,Batty House,48.0,-16.71349,6.74450862234883,23.457998622348832,between
2003,Sauer Center,Lynch Station,54.0,-69.28981999999999,17.762054920259878,87.05187492025988,between
2003,Sauer Center,Harris Hall,55.0,-67.19798,4.240040563502457,71.43802056350246,between
2003,Sauer Center,Harvey House,50.0,-19.79916,-23.09134403283715,3.2921840328371488,between
2003,Sauer Center,Golledge Hall,49.0,-79.88969,-51.85616181338526,28.03352818661474,within_b
2003,Sauer Center,Snow Church,51.0,-75.07723,-89.63525725921562,14.55802725921562,within_b
2003,Sauer Center,Tobler Museum,53.0,-16.11743,2.713388186025373,18.830818186025372,within_b
2003,Tobler Museum,Batty House,56.0,10.28985,-171.00866513563608,178.70148486436392,between
2003,Tobler Museum,Lynch Station,61.0,15.433629999999999,-156.23556254554433,171.66919254554432,between
2003,Tobler Museum,Harris Hall,59.0,74.83962,-173.2852643263075,111.8751156736925,between
2003,Tobler Museum,Harvey House,58.0,15.98831,147.24819099679667,131.25988099679665,between
2003,Tobler Museum,Golledge Hall,60.0,16.52628,67.30353066020724,50.777250660207244,within_b
2003,Tobler Museum,Snow Church,57.0,16.99012,38.782798085606366,21.792678085606365,within_b
2003,Tobler Museum,Sauer Center,63.0,33.60587,-20.69981415519988,54.305684155199884,within_b
2003,Batty House,Mountain Range,5.0,86.69736,,,other
2003,Lynch Station,Mountain Range,14.0,25.019820000000003,,,other
2003,Harris Hall,Mountain Range,21.0,-107.4707,,,other
2003,Harvey House,Mountain Range,28.0,27.025609999999997,,,other
2003,Golledge Hall,Mountain Range,38.0,-97.41544,,,other
2003,Snow Church,Mountain Range,40.0,47.503370000000004,,,other
2003,Sauer Center,Mountain Range,52.0,-15.4485,,,other
2003,Tobler Museum,Mountain Range,62.0,167.9219,,,other
