,participant,start_landmark,target_landmark,point_order,participant_response,actual_direction,correct_absolute_error,within_between
16,4,Harris Hall,Harvey House,18.0,-70.68661999999999,-2.146796903629346,68.53982309637064,within_a
17,4,Harris Hall,Golledge Hall,16.0,-62.07618000000001,-77.71082192465416,15.634641924654147,between
18,4,Harris Hall,Snow Church,15.0,-84.73369,-84.72811220292517,0.0055777970748209,between
19,4,Harris Hall,Sauer Center,17.0,-92.30545,-110.6574336343256,18.35198363432559,between
20,4,Harris Hall,Tobler Museum,20.0,-95.9622,-99.95984558186652,3.997645581866536,between
21,4,Harvey House,Batty House,23.0,34.90164,-46.54689912218602,81.44853912218602,within_a
22,4,Harvey House,Lynch Station,22.0,30.42657,-32.282464292919606,62.70903429291961,within_a
23,4,Harvey House,Harris Hall,24.0,107.0895,-4.196894849005793,111.2863948490058,within_a
24,4,Harvey House,Golledge Hall,27.0,85.39686999999999,64.95302540271734,20.44384459728265,between
25,4,Harvey House,Snow Church,26.0,13.00062,66.19140237525872,53.19078237525872,between
26,4,Harvey House,Sauer Center,25.0,17.85537,46.29205396301872,28.436683963018723,between
27,4,Harvey House,Tobler Museum,21.0,107.0668,42.14615862727205,64.92064137272794,between
28,4,Golledge Hall,Batty House,32.0,-170.225,173.56946174631767,16.205538253682334,between
29,4,Golledge Hall,Lynch Station,30.0,-168.097,-173.9683139144782,5.871313914478179,between
30,4,Golledge Hall,Harris Hall,33.0,178.2135,176.2022806137976,2.011219386202413,between
31,4,Golledge Hall,Harvey House,28.0,-31.28858,139.93093678256204,171.21951678256204,between
32,4,Golledge Hall,Snow Church,29.0,-1.454546,1.2041344013640871,2.6586804013640872,within_b
33,4,Golledge Hall,Sauer Center,31.0,-79.67199000000001,-76.21088344473237,3.4611065552676337,within_b
34,4,Golledge Hall,Tobler Museum,34.0,-131.0399,-147.02844706156867,15.98854706156868,within_b
35,4,Snow Church,Batty House,41.0,-86.01267,-90.6470094165935,4.634339416593505,between
36,4,Snow Church,Lynch Station,37.0,-80.57061,-79.44851915391442,1.1220908460855838,between
37,4,Snow Church,Harris Hall,38.0,-85.9437,-88.09346154480704,2.149761544807035,between
38,4,Snow Church,Harvey House,40.0,175.7631,-119.69295786010946,64.54394213989053,between
39,4,Snow Church,Golledge Hall,35.0,-131.0801,-125.84311454991943,5.236985450080539,within_b
40,4,Snow Church,Sauer Center,36.0,3.353571,-0.2792623515826525,3.632833351582653,within_b
41,4,Snow Church,Tobler Museum,39.0,-60.77845,-63.69277616633404,2.9143261663340354,within_b
42,4,Sauer Center,Batty House,42.0,-11.29526,6.74450862234883,18.03976862234883,between
43,4,Sauer Center,Lynch Station,46.0,-10.42962,17.762054920259878,28.19167492025988,between
44,4,Sauer Center,Harris Hall,43.0,-105.1196,4.240040563502457,109.35964056350248,between
45,4,Sauer Center,Harvey House,48.0,-95.755,-23.09134403283715,72.66365596716284,between
46,4,Sauer Center,Golledge Hall,45.0,-42.52763,-51.85616181338526,9.32853181338526,within_b
47,4,Sauer Center,Snow Church,44.0,-84.32289,-89.63525725921562,5.31236725921562,within_b
48,4,Sauer Center,Tobler Museum,47.0,11.98338,2.713388186025373,9.269991813974627,within_b
49,4,Tobler Museum,Batty House,49.0,23.85909,-171.00866513563608,165.1322448643639,between
50,4,Tobler Museum,Lynch Station,50.0,40.28982,-156.23556254554433,163.47461745445568,between
51,4,Tobler Museum,Harris Hall,54.0,94.12626,-173.2852643263075,92.58847567369251,between
52,4,Tobler Museum,Harvey House,52.0,136.6347,147.2481909967967,10.613490996796656,between
53,4,Tobler Museum,Golledge Hall,53.0,89.58395,67.30353066020724,22.28041933979276,within_b
54,4,Tobler Museum,Snow Church,55.0,54.34863000000001,38.782798085606366,15.56583191439364,within_b
55,4,Tobler Museum,Sauer Center,51.0,5.656414,-20.69981415519988,26.35622815519988,within_b
0,15,Batty House,Lynch Station,3.0,-32.62057,-47.32798389151449,14.707413891514491,within_a
1,15,Batty House,Harris Hall,0.0,45.57153,37.52863730402907,8.042892695970927,within_a
2,15,Batty House,Harvey House,1.0,92.17937,93.19423765817854,1.0148676581785452,within_a
3,15,Batty House,Golledge Hall,4.0,55.47836,51.76768153806614,3.7106784619338526,between
4,15,Batty House,Snow Church,5.0,15.68418,48.19947553081968,32.515295530819685,between
5,15,Batty House,Sauer Center,6.0,1.363723,30.331695097476896,28.967972097476892,between
6,15,Batty House,Tobler Museum,2.0,-1.419549,37.30802198129223,38.72757098129223,between
7,15,Lynch Station,Batty House,11.0,132.6661,130.6542463331721,2.0118536668279035,within_a
8,15,Lynch Station,Harris Hall,9.0,2.872013,7.02170467090796,4.14969167090796,within_a
9,15,Lynch Station,Harvey House,7.0,27.049670000000003,48.19593801359592,21.14626801359591,within_a
10,15,Lynch Station,Golledge Hall,8.0,-2.154677,-3.323863738061074,1.169186738061074,between
11,15,Lynch Station,Snow Church,12.0,-66.99149,-8.968174613078338,58.02331538692166,between
12,15,Lynch Station,Sauer Center,13.0,-66.54789,-29.209033423777672,37.33885657622233,between
13,15,Lynch Station,Tobler Museum,10.0,-42.64594,-17.950764420634226,24.695175579365777,between
14,15,Harris Hall,Batty House,15.0,117.994,83.35216568459656,34.64183431540344,within_a
15,15,Harris Hall,Lynch Station,18.0,122.3042,114.56279427841682,7.7414057215831775,within_a
16,15,Harris Hall,Harvey House,16.0,-11.91982,-2.146796903629346,9.773023096370654,within_a
17,15,Harris Hall,Golledge Hall,20.0,-77.21119,-77.71082192465416,0.4996319246541532,between
18,15,Harris Hall,Snow Church,14.0,153.1861,-84.72811220292517,122.08578779707484,between
19,15,Harris Hall,Sauer Center,19.0,-65.93813,-110.6574336343256,44.719303634325584,between
20,15,Harris Hall,Tobler Museum,17.0,-90.58345,-99.95984558186652,9.376395581866532,between
21,15,Harvey House,Batty House,25.0,-34.66348,-46.54689912218602,11.88341912218602,within_a
22,15,Harvey House,Lynch Station,23.0,-13.41479,-32.282464292919606,18.86767429291961,within_a
23,15,Harvey House,Harris Hall,21.0,-38.60147,-4.196894849005793,34.404575150994205,within_a
24,15,Harvey House,Golledge Hall,24.0,64.6256,64.95302540271734,0.3274254027173384,between
25,15,Harvey House,Snow Church,26.0,43.25326,66.19140237525872,22.93814237525872,between
26,15,Harvey House,Sauer Center,27.0,33.03951,46.29205396301872,13.252543963018724,between
27,15,Harvey House,Tobler Museum,22.0,62.09539,42.14615862727205,19.94923137272795,between
28,15,Golledge Hall,Batty House,29.0,-57.79856,173.56946174631767,128.63197825368235,between
29,15,Golledge Hall,Lynch Station,32.0,43.26392,-173.9683139144782,142.76776608552183,between
30,15,Golledge Hall,Harris Hall,28.0,26.76197,176.2022806137976,149.4403106137976,between
31,15,Golledge Hall,Harvey House,30.0,154.9918,139.93093678256204,15.06086321743797,between
32,15,Golledge Hall,Snow Church,31.0,12.8645,1.2041344013640871,11.660365598635911,within_b
33,15,Golledge Hall,Sauer Center,33.0,-9.263104,-76.21088344473237,66.94777944473238,within_b
34,15,Golledge Hall,Tobler Museum,34.0,0.0,-147.02844706156867,147.02844706156867,within_b
35,15,Snow Church,Batty House,40.0,-132.6081,-90.6470094165935,41.9610905834065,between
36,15,Snow Church,Lynch Station,41.0,-143.5712,-79.44851915391442,64.12268084608559,between
37,15,Snow Church,Harris Hall,37.0,-29.96419,-88.09346154480704,58.12927154480704,between
38,15,Snow Church,Harvey House,35.0,158.7602,-119.69295786010946,81.54684213989054,between
39,15,Snow Church,Golledge Hall,38.0,131.1824,-125.84311454991943,102.97448545008058,within_b
40,15,Snow Church,Sauer Center,36.0,141.9277,-0.2792623515826525,142.20696235158263,within_b
41,15,Snow Church,Tobler Museum,39.0,-137.7355,-63.69277616633404,74.04272383366597,within_b
42,15,Sauer Center,Batty House,43.0,2.824939,6.74450862234883,3.91956962234883,between
43,15,Sauer Center,Lynch Station,42.0,14.60645,17.762054920259878,3.155604920259877,between
44,15,Sauer Center,Harris Hall,47.0,6.625014,4.240040563502457,2.3849734364975435,between
45,15,Sauer Center,Harvey House,48.0,89.81593000000001,-23.09134403283715,112.90727403283717,between
46,15,Sauer Center,Golledge Hall,46.0,-49.334,-51.85616181338526,2.5221618133852672,within_b
47,15,Sauer Center,Snow Church,44.0,-74.78851,-89.63525725921562,14.846747259215618,within_b
48,15,Sauer Center,Tobler Museum,45.0,-50.19064,2.713388186025373,52.90402818602537,within_b
49,15,Tobler Museum,Batty House,55.0,82.08536,-171.00866513563608,106.90597486436394,between
50,15,Tobler Museum,Lynch Station,54.0,41.0816,-156.23556254554433,162.6828374544557,between
51,15,Tobler Museum,Harris Hall,51.0,84.20016,-173.2852643263075,102.51457567369248,between
52,15,Tobler Museum,Harvey House,50.0,28.913490000000003,147.2481909967967,118.33470099679668,between
53,15,Tobler Museum,Golledge Hall,49.0,80.29908,67.30353066020724,12.99554933979276,within_b
54,15,Tobler Museum,Snow Church,53.0,139.2328,38.782798085606366,100.45000191439362,within_b
55,15,Tobler Museum,Sauer Center,52.0,49.75377,-20.69981415519988,70.45358415519988,within_b
0,5,Batty House,Lynch Station,2.0,-45.77424,-47.32798389151449,1.5537438915144932,within_a
1,5,Batty House,Harris Hall,6.0,36.283840000000005,37.52863730402907,1.2447973040290634,within_a
2,5,Batty House,Harvey House,1.0,66.25872,93.19423765817854,26.93551765817854,within_a
3,5,Batty House,Golledge Hall,0.0,31.99426,51.76768153806614,19.773421538066145,between
4,5,Batty House,Snow Church,4.0,17.77714,48.19947553081968,30.422335530819684,between
5,5,Batty House,Sauer Center,3.0,5.473857,30.331695097476896,24.857838097476897,between
6,5,Batty House,Tobler Museum,5.0,-34.38807,37.30802198129223,71.69609198129223,between
7,5,Lynch Station,Batty House,13.0,131.8017,130.6542463331721,1.1474536668279145,within_a
8,5,Lynch Station,Harris Hall,10.0,2.961145,7.02170467090796,4.06055967090796,within_a
9,5,Lynch Station,Harvey House,9.0,30.01632,48.19593801359592,18.179618013595917,within_a
10,5,Lynch Station,Golledge Hall,11.0,-48.20257,-3.323863738061074,44.87870626193893,between
11,5,Lynch Station,Snow Church,8.0,-42.97957,-8.968174613078338,34.01139538692166,between
12,5,Lynch Station,Sauer Center,12.0,-64.77626,-29.209033423777672,35.567226576222325,between
13,5,Lynch Station,Tobler Museum,7.0,-116.7432,-17.950764420634226,98.79243557936576,between
14,5,Harris Hall,Batty House,16.0,86.1551,83.35216568459656,2.802934315403448,within_a
15,5,Harris Hall,Lynch Station,19.0,118.7253,114.56279427841682,4.162505721583187,within_a
16,5,Harris Hall,Harvey House,14.0,-9.844505,-2.146796903629346,7.697708096370654,within_a
17,5,Harris Hall,Golledge Hall,18.0,157.122,-77.71082192465416,125.16717807534582,between
18,5,Harris Hall,Snow Church,20.0,-77.02846,-84.72811220292517,7.699652202925179,between
19,5,Harris Hall,Sauer Center,17.0,-137.6438,-110.6574336343256,26.986366365674414,between
20,5,Harris Hall,Tobler Museum,15.0,-155.9725,-99.95984558186652,56.012654418133465,between
21,5,Harvey House,Batty House,24.0,-76.22923,-46.54689912218602,29.682330877813985,within_a
22,5,Harvey House,Lynch Station,21.0,-36.96373,-32.282464292919606,4.681265707080392,within_a
23,5,Harvey House,Harris Hall,23.0,3.486274,-4.196894849005793,7.683168849005793,within_a
24,5,Harvey House,Golledge Hall,22.0,85.62147,64.95302540271734,20.668444597282654,between
25,5,Harvey House,Snow Church,27.0,90.10263,66.19140237525872,23.911227624741286,between
26,5,Harvey House,Sauer Center,26.0,54.29433,46.29205396301872,8.002276036981279,between
27,5,Harvey House,Tobler Museum,25.0,23.48748,42.14615862727205,18.658678627272053,between
28,5,Golledge Hall,Batty House,32.0,136.5374,173.56946174631767,37.03206174631768,between
29,5,Golledge Hall,Lynch Station,29.0,140.2934,-173.9683139144782,45.73828608552185,between
30,5,Golledge Hall,Harris Hall,28.0,95.66082,176.2022806137976,80.5414606137976,between
31,5,Golledge Hall,Harvey House,30.0,55.12175,139.93093678256204,84.80918678256205,between
32,5,Golledge Hall,Snow Church,33.0,1.334569,1.2041344013640871,0.130434598635913,within_b
33,5,Golledge Hall,Sauer Center,34.0,-71.07127,-76.21088344473237,5.139613444732376,within_b
34,5,Golledge Hall,Tobler Museum,31.0,-143.762,-147.02844706156867,3.2664470615686696,within_b
35,5,Snow Church,Batty House,41.0,-139.174,-90.6470094165935,48.5269905834065,between
36,5,Snow Church,Lynch Station,38.0,-110.433,-79.44851915391442,30.98448084608557,between
37,5,Snow Church,Harris Hall,35.0,-175.2414,-88.09346154480704,87.14793845519296,between
38,5,Snow Church,Harvey House,37.0,153.6183,-119.69295786010946,86.68874213989056,between
39,5,Snow Church,Golledge Hall,36.0,-125.8025,-125.84311454991943,0.0406145499194536,within_b
40,5,Snow Church,Sauer Center,39.0,-0.1791367999999999,-0.2792623515826525,0.1001255515826525,within_b
41,5,Snow Church,Tobler Museum,40.0,-63.28132,-63.69277616633404,0.411456166334041,within_b
42,5,Sauer Center,Batty House,46.0,-35.59685,6.74450862234883,42.34135862234884,between
43,5,Sauer Center,Lynch Station,47.0,-26.53982,17.762054920259878,44.30187492025988,between
44,5,Sauer Center,Harris Hall,44.0,-69.23743,4.240040563502457,73.47747056350246,between
45,5,Sauer Center,Harvey House,43.0,-81.95645,-23.09134403283715,58.86510596716285,between
46,5,Sauer Center,Golledge Hall,45.0,-51.24323,-51.85616181338526,0.6129318133852664,within_b
47,5,Sauer Center,Snow Church,42.0,-90.65005,-89.63525725921562,1.0147927407843724,within_b
48,5,Sauer Center,Tobler Museum,48.0,-2.649076,2.713388186025373,5.362464186025373,within_b
49,5,Tobler Museum,Batty House,54.0,116.815,-171.00866513563608,72.17633486436392,between
50,5,Tobler Museum,Lynch Station,50.0,134.0759,-156.23556254554433,69.68853745445568,between
51,5,Tobler Museum,Harris Hall,55.0,68.6657,-173.2852643263075,118.04903567369252,between
52,5,Tobler Museum,Harvey House,51.0,56.53712,147.2481909967967,90.71107099679668,between
53,5,Tobler Museum,Golledge Hall,49.0,68.48747,67.30353066020724,1.183939339792758,within_b
54,5,Tobler Museum,Snow Church,52.0,36.88686,38.782798085606366,1.8959380856063677,within_b
55,5,Tobler Museum,Sauer Center,53.0,-10.12269,-20.69981415519988,10.577124155199884,within_b
0,14,Batty House,Lynch Station,6.0,-45.99683,-47.32798389151449,1.3311538915144965,within_a
1,14,Batty House,Harris Hall,4.0,57.45012,37.52863730402907,19.92148269597093,within_a
2,14,Batty House,Harvey House,3.0,84.10263,93.19423765817854,9.091607658178532,within_a
3,14,Batty House,Golledge Hall,5.0,45.3325,51.76768153806614,6.435181538066139,between
4,14,Batty House,Snow Church,1.0,36.81345,48.19947553081968,11.38602553081968,between
5,14,Batty House,Sauer Center,0.0,30.1515,30.331695097476896,0.1801950974768971,between
6,14,Batty House,Tobler Museum,2.0,12.89792,37.30802198129223,24.41010198129223,between
7,14,Lynch Station,Batty House,12.0,132.4064,130.6542463331721,1.752153666827894,within_a
8,14,Lynch Station,Harris Hall,7.0,-17.788339999999998,7.02170467090796,24.81004467090796,within_a
9,14,Lynch Station,Harvey House,11.0,-8.666122999999999,48.19593801359592,56.86206101359591,within_a
10,14,Lynch Station,Golledge Hall,13.0,-5.699389,-3.323863738061074,2.375525261938926,between
11,14,Lynch Station,Snow Church,9.0,-28.8127,-8.968174613078338,19.84452538692166,between
12,14,Lynch Station,Sauer Center,8.0,-39.51135,-29.209033423777672,10.302316576222328,between
13,14,Lynch Station,Tobler Museum,10.0,-45.32533,-17.950764420634226,27.374565579365772,between
14,14,Harris Hall,Batty House,17.0,75.57115999999999,83.35216568459656,7.781005684596565,within_a
15,14,Harris Hall,Lynch Station,19.0,115.1683,114.56279427841682,0.6055057215831852,within_a
